"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"f[1,34]",0.00444046,0.09067985,0.249139,0.106883477987,0.0795454307857142,NA,0.000456509332785697,0.6,30362,0.0140723941586405,1.00490509647779
"f[2,34]",0.00407142,0.0948379,0.273498,0.1142679824855,0.0928830317392866,NA,0.000523293809149475,0.6,31505,0.00200548100443046,1.00155901632679
"f[3,34]",0.00700584,0.1419185,0.425349,0.17473115021,0.146403704361671,NA,0.000829608976167759,0.6,31143,0.0073832065449039,1.00133471636515
"f[4,34]",0.00619003,0.1333915,0.377926,0.159971485923,0.124398905694814,NA,0.00114703410480493,0.9,11762,0.0429583237214785,1.0036747718023
"f[5,34]",0.0065485,0.121086,0.391561,0.1543652666601,0.139697891536861,NA,0.000881738284371342,0.6,25102,0.00301447873869646,1.00244908234921
"f[1,35]",0.00562752,0.09909575,0.288339,0.1204306089345,0.097026460591423,NA,0.000574785239328839,0.6,28495,0.00621502807112275,1.00386680726036
"f[2,35]",0.00329707,0.100809,0.298891,0.122954618134075,0.101862600964797,NA,0.000611046671872704,0.6,27790,0.0167931271855572,1.00181785212104
"f[3,35]",0.0056749,0.1516905,0.477553,0.19179203019075,0.168891076414785,NA,0.00105187560423207,0.6,25780,0.0203769011323744,1.00148024591598
"f[4,35]",0.0074453,0.142719,0.417571,0.1732062033095,0.141429394517634,NA,0.00126923612871878,0.9,12416,0.033836513747665,1.00276888504708
"f[5,35]",0.0047483,0.130459,0.454683,0.173205633184125,0.171461923837845,NA,0.00134674003573342,0.8,16209,0.0285971870477838,1.00267563017635
"f[1,36]",0.00445831,0.09556815,0.266794,0.1138430465425,0.0868191905255851,NA,0.00050795160864623,0.6,29214,0.0104573264156188,1.00317985819266
"f[2,36]",0.00296812,0.100235,0.294691,0.121725999271,0.0985516569447329,NA,0.00056348114903614,0.6,30589,0.0134296583527406,1.0017519101421
"f[3,36]",0.00466349,0.1581655,0.532743,0.206608058388525,0.197127102018758,NA,0.00141276707304371,0.7,19469,0.0140226506545146,1.00206850878391
"f[4,36]",0.0084085,0.1383075,0.393708,0.16636526094875,0.130448863863868,NA,0.00116904452488306,0.9,12451,0.0340021618290349,1.00308573327688
"f[5,36]",0.00557102,0.124529,0.382431,0.15512887847875,0.132642328129665,NA,0.000808942573314514,0.6,26886,0.0137554649869529,1.00250186945863
"f[1,37]",0.00468575,0.0961245,0.270005,0.11447849664565,0.0892863974220489,NA,0.000528433831735449,0.6,28549,0.00954887964521514,1.00379052681937
"f[2,37]",0.00385631,0.09840515,0.288935,0.118817777177,0.0973502980524083,NA,0.00055847226400675,0.6,30386,0.00573001076826194,1.00173871137944
"f[3,37]",0.0065312,0.1557925,0.527309,0.204690509977175,0.200400844380756,NA,0.0016835347316337,0.8,14170,0.0118228052053055,1.00222995532081
"f[4,37]",0.00757596,0.1358715,0.381892,0.16132246715025,0.12583267392079,NA,0.00120154101921011,1,10968,0.0293370030853548,1.0024309721554
"f[5,37]",0.00617439,0.1105585,0.297537,0.128988123597,0.0949068267152865,NA,0.000525536324473945,0.6,32613,0.00605650329810762,1.00274696228889
"f[1,38]",0.00465772,0.09530445,0.269814,0.114302896738,0.0919465144021059,NA,0.000562348556657576,0.6,26734,-0.00111601049745935,1.00375898540002
"f[2,38]",0.00490478,0.09819285,0.301117,0.1213340059829,0.104965163825582,NA,0.000622297584425545,0.6,28451,0.0134391361533562,1.00183929701343
"f[3,38]",0.0044412,0.1578835,0.561063,0.21313435855025,0.223947768620851,NA,0.00195778052349706,0.9,13085,0.0472061114470768,1.00223791571943
"f[4,38]",0.00725309,0.1368515,0.389887,0.16458344550775,0.133339131484642,NA,0.00111009085606581,0.8,14428,0.0358750239877115,1.00245947784004
"f[5,38]",0.00376431,0.110658,0.309107,0.131065026477625,0.104329578147535,NA,0.00057811166723887,0.6,32568,0.0083733693007466,1.00285825799504
"f[1,39]",0.00511947,0.095309,0.271766,0.114285421782925,0.0901462960701309,NA,0.000525296090352425,0.6,29450,0.00423505407707396,1.00430661841579
"f[2,39]",0.00306185,0.100841,0.320429,0.12701116427475,0.115346927540795,NA,0.000729503211505557,0.6,25001,0.00982560475575872,1.00252866758689
"f[3,39]",0.00512066,0.150836,0.486193,0.19335768997955,0.18124434197425,NA,0.00121073375512591,0.7,22409,0.0178132084833605,1.00174374415224
"f[4,39]",0.00592074,0.137295,0.398858,0.16631733625875,0.136672295253092,NA,0.00123537089974963,0.9,12240,0.0366152928499038,1.00270555913524
"f[5,39]",0.0050723,0.1121325,0.31563,0.133721857084925,0.104584576637067,NA,0.000559416448621587,0.5,34951,0.0110716600074532,1.00172095799005
"f[1,40]",0.00427496,0.09309275,0.256805,0.10979365700865,0.0837461048615489,NA,0.000494028807893165,0.6,28736,0.0144238010632529,1.00412354017183
"f[2,40]",0.0040435,0.0988129,0.29385,0.12090990021525,0.102178889130974,NA,0.000555064083249808,0.5,33887,0.00980132810374402,1.00227897352718
"f[3,40]",0.00629143,0.1563705,0.5444,0.2085805534495,0.210803953723899,NA,0.00175864573022707,0.8,14368,0.0192464918603029,1.00251301351456
"f[4,40]",0.0056102,0.1313805,0.35909,0.15540767436275,0.118622654049078,NA,0.00114889574657254,1,10660,0.0386002593932396,1.00332968259816
"f[5,40]",0.00518908,0.114879,0.333614,0.1388665461812,0.115018567668392,NA,0.000609287901288936,0.5,35636,-3.4897414900218e-05,1.00221085414707
"f[1,41]",0.00473325,0.093723,0.258942,0.110678690888,0.0833445257476956,NA,0.000505942618802328,0.6,27136,0.0111755002381323,1.00474155232967
"f[2,41]",0.00442651,0.101489,0.315461,0.127151003638075,0.115908913233559,NA,0.000658190257698705,0.6,31012,0.0116018117193299,1.00132906221862
"f[3,41]",0.00522486,0.151394,0.49399,0.19402355997965,0.172389595150479,NA,0.00115778821399564,0.7,22170,0.0302885856469894,1.00187192950024
"f[4,41]",0.00760763,0.1352285,0.384489,0.162027235098475,0.127369643634368,NA,0.00115402409513126,0.9,12182,0.039376969664686,1.00255820240453
"f[5,41]",0.00394287,0.11858,0.354541,0.1454913726755,0.121322732455928,NA,0.000711567427982788,0.6,29070,0.00458721262152283,1.00193969705857
"f[1,42]",0.00543927,0.0974508,0.283303,0.118011109307725,0.096426944427684,NA,0.000601585054361076,0.6,25692,0.0194884454489319,1.00437553429317
"f[2,42]",0.00388464,0.0990757,0.301332,0.122590920358875,0.107219430904879,NA,0.000614905880812373,0.6,30404,0.00107676191873912,1.00218788390599
"f[3,42]",0.00449252,0.155542,0.537522,0.20534687384235,0.198537730649072,NA,0.00175742357379582,0.9,12762,0.0349402468663149,1.00184496840204
"f[4,42]",0.0045474,0.136112,0.388466,0.16384788956075,0.130004568008864,NA,0.00112932645318246,0.9,13252,0.0280022791139496,1.00216190295339
"f[5,42]",0.00377247,0.1187775,0.369821,0.1484535427761,0.133317556219742,NA,0.00083414619047827,0.6,25544,0.00815032931170586,1.00203023612029
"f[1,43]",0.00610206,0.0902014,0.251887,0.106729711764375,0.0803661645867075,NA,0.000459266744848574,0.6,30621,0.0110559291190995,1.00491830638778
"f[2,43]",0.00381604,0.0999831,0.318151,0.126564260936125,0.117143111379544,NA,0.000695866714176865,0.6,28339,0.017525607278559,1.0021798942988
"f[3,43]",0.00799873,0.1494455,0.497909,0.19382514094025,0.188435466080498,NA,0.00142313045629286,0.8,17532,0.0157273512354721,1.00178894359706
"f[4,43]",0.00628098,0.1271265,0.346644,0.1502589732205,0.11486805401783,NA,0.00105109948273744,0.9,11943,0.0369903104817839,1.00256295353872
"f[5,43]",0.00354225,0.1142185,0.342432,0.140034763336,0.116580996977091,NA,0.000626581926248899,0.5,34618,0.0026599317438363,1.00205723133573
"f[1,44]",0.00443075,0.0895852,0.257872,0.107958591567125,0.0859575346412211,NA,0.000482411920888217,0.6,31749,0.0149690321747868,1.00499953843246
"f[2,44]",0.0028628,0.099134,0.317719,0.125961589846925,0.119570268838956,NA,0.000704336737544071,0.6,28819,0.0254956803091706,1.00209493385186
"f[3,44]",0.00492475,0.145614,0.473672,0.185687958879025,0.169496208731238,NA,0.00115131064214765,0.7,21674,0.00998827493692781,1.0022978847979
"f[4,44]",0.00675027,0.1288935,0.360692,0.1531881201235,0.118139291125163,NA,0.00105410398783998,0.9,12561,0.0426915525022333,1.00112791292519
"f[5,44]",0.00391021,0.115805,0.367331,0.1468353817365,0.134023758116742,NA,0.000870912156532414,0.6,23682,0.0081403980482332,1.00215922996897
"f[1,45]",0.00589899,0.09453015,0.279473,0.1148902983905,0.0942995580131458,NA,0.000548594763138355,0.6,29547,0.0196913294592461,1.00423932450755
"f[2,45]",0.00411043,0.10585,0.377436,0.1429746818845,0.151364733835674,NA,0.0010846975969285,0.7,19473,0.00664944934265955,1.00187875602098
"f[3,45]",0.00518746,0.157255,0.574834,0.214667669828,0.224393935154596,NA,0.00205674023608726,0.9,11903,0.0127895938657428,1.0016891993538
"f[4,45]",0.0057777,0.1333635,0.382539,0.1611412973259,0.132717725431036,NA,0.0010701361793034,0.8,15381,0.0334229212361796,1.00222909502294
"f[5,45]",0.00477574,0.1227535,0.419555,0.16119044517925,0.157184481495579,NA,0.00129004018975967,0.8,14846,0.0175524484509068,1.00184221772613
"f[1,46]",0.00401536,0.0951927,0.275144,0.1146218587904,0.0921352578149185,NA,0.000527408793260204,0.6,30518,0.00739149789845892,1.00467103156809
"f[2,46]",0.00363288,0.1125855,0.461331,0.16385998157225,0.214342232195092,NA,0.00215464699348051,1,9896,0.0378292382642,1.00174135630896
"f[3,46]",0.00474523,0.1569925,0.561215,0.211883406391025,0.209757564631138,NA,0.00178052622862979,0.8,13878,0.02623629813633,1.00220301557363
"f[4,46]",0.00561947,0.138303,0.408364,0.168672572719,0.139746011703064,NA,0.00118695364113221,0.8,13862,0.034322770892292,1.00220087471435
"f[5,46]",0.00676885,0.128669,0.482753,0.1773417046775,0.188649656002738,NA,0.0020025706169719,1.1,8874,0.0194836495557624,1.00163435723987
"f[1,47]",0.00491879,0.09424665,0.258178,0.110914008247575,0.0839306112937611,NA,0.000463607954815886,0.6,32775,0.00244941909288257,1.00524274164973
"f[2,47]",0.00340289,0.1248585,0.615999,0.2029361074293,0.282268540182351,NA,0.00451731070113823,1.6,3904,0.0821468480957397,1.00294456514887
"f[3,47]",0.0077259,0.1640075,0.580851,0.2206594152455,0.221003413042497,NA,0.00191591533842314,0.9,13306,0.0261308507963503,1.00155300531224
"f[4,47]",0.00745986,0.145826,0.442306,0.18138824247425,0.166267658226387,NA,0.00142776040766067,0.9,13561,0.0258599439750102,1.00314309669759
"f[5,47]",0.0055729,0.1320955,0.464254,0.1773029977436,0.183628388356675,NA,0.00176571971921785,1,10815,0.0279950239938205,1.00205098622045
"f[1,48]",0.00540961,0.09093875,0.247102,0.106505778261725,0.0781317773112959,NA,0.000507329841033346,0.6,23718,0.0145687016635119,1.00485761663191
"f[2,48]",0.00304855,0.133449,0.959387,0.271271895651,0.484102332765697,NA,0.011382693316135,2.4,1809,0.147159288966256,1.00352369184759
"f[3,48]",0.00844598,0.1576155,0.545161,0.2088944328477,0.205135173671819,NA,0.00170387200542689,0.8,14495,0.0189086915103693,1.00161939557
"f[4,48]",0.00336978,0.1443435,0.449453,0.181722138902,0.165152700397565,NA,0.00146145091458836,0.9,12770,0.0264683751007166,1.0027197265302
"f[5,48]",0.00601866,0.125483,0.420954,0.1633454026325,0.152516864705105,NA,0.00112155173315924,0.7,18493,0.0152888236477036,1.0014568546919
"f[1,49]",0.00444025,0.09654055,0.280684,0.1169636844453,0.0953758647254111,NA,0.000553795361257119,0.6,29660,0.00929754771997195,1.00570806469015
"f[2,49]",0.0044865,0.1064215,0.354866,0.13782541556535,0.13164956959926,NA,0.000876369771504165,0.7,22566,0.00114691537979472,1.00163846902726
"f[3,49]",0.00807174,0.1614495,0.575909,0.21718858537725,0.211186575661785,NA,0.00192112426666285,0.9,12084,0.0285631022708228,1.00193267463538
"f[4,49]",0.00599995,0.1402075,0.40833,0.17061080415725,0.140543508609305,NA,0.00126574991186766,0.9,12329,0.0316783291406247,1.00183425830926
"f[5,49]",0.00427923,0.124116,0.402791,0.1589104227405,0.145815941485272,NA,0.000932198400860598,0.6,24468,0.0264112496429696,1.00152782218736
"f[1,50]",0.00362234,0.1009335,0.316395,0.1267475346705,0.111180123126252,NA,0.000809880831678274,0.7,18846,0.0229678701763029,1.00556299907522
"f[2,50]",0.00397414,0.105863,0.351831,0.13731622417175,0.132200962004044,NA,0.00100841076211905,0.8,17187,-0.00304948511238911,1.00265859163863
"f[3,50]",0.00811262,0.154173,0.503722,0.19768848948985,0.179286483492602,NA,0.00124605831184261,0.7,20702,0.0242483338586518,1.00213727276595
"f[4,50]",0.00493305,0.139402,0.415007,0.17138228276225,0.146571504368234,NA,0.00132407795379287,0.9,12254,0.0388805842080391,1.00226509083618
"f[5,50]",0.00538268,0.126669,0.437123,0.1688030220845,0.173358461259475,NA,0.00145212768886329,0.8,14252,0.0162949526618006,1.0013569742667
"f[1,51]",0.00420039,0.0979111,0.29773,0.1210197360263,0.10148205869201,NA,0.000688846819131394,0.7,21704,0.0171766360246354,1.00477355612695
"f[2,51]",0.00320967,0.109716,0.408713,0.151211227487,0.160604362044185,NA,0.00138926469028938,0.9,13364,0.0368773015340353,1.00261399289131
"f[3,51]",0.00592967,0.163431,0.603884,0.22369094784025,0.223461438860534,NA,0.00231950771086814,1,9281,0.0326345958878857,1.00152170871887
"f[4,51]",0.00639308,0.133859,0.381076,0.16084210684275,0.132965880801686,NA,0.00102695809720125,0.8,16764,0.0315085019911182,1.00313209742783
"f[5,51]",0.0070347,0.131999,0.514005,0.18620270987125,0.204366239442344,NA,0.0021487398363533,1.1,9046,0.0446573952496483,1.00181431403426
"f[1,52]",0.00532347,0.0918127,0.25096,0.1076281164055,0.0793256807034338,NA,0.000536864607098532,0.7,21832,0.0176609731924815,1.00373940410502
"f[2,52]",0.00477431,0.104339,0.333887,0.13182163390875,0.115597422029561,NA,0.000715354471102072,0.6,26113,0.0160040215302474,1.00180902301766
"f[3,52]",0.00907619,0.1581725,0.5312,0.2054771205006,0.18496273074122,NA,0.00112521966481648,0.6,27021,0.00969150535188076,1.00153766841509
"f[4,52]",0.00913841,0.1392445,0.409774,0.168866967953125,0.140004230124779,NA,0.00118906965930983,0.8,13863,0.0247175630864091,1.00213125966394
"f[5,52]",0.00481852,0.1329025,0.500705,0.1839933798535,0.191020307953491,NA,0.00194311687279654,1,9664,0.0321931208792276,1.00119530445895
"f[1,53]",0.0049684,0.0969071,0.280337,0.1172002500705,0.0934312108932557,NA,0.000581399304558111,0.6,25825,0.0133247384202564,1.00525145144825
"f[2,53]",0.00431184,0.1024105,0.318823,0.127529015838,0.110640184349968,NA,0.000695452890241307,0.6,25310,0.00645103814441954,1.00160806099555
"f[3,53]",0.0054996,0.160161,0.54855,0.2105723826327,0.194141222543478,NA,0.00150075013607882,0.8,16735,0.0284143423092418,1.0019950576441
"f[4,53]",0.00715272,0.141128,0.41784,0.1723069246985,0.147236138361202,NA,0.00128548570470761,0.9,13119,0.0339680540479358,1.00204950008844
"f[5,53]",0.00663012,0.1233755,0.404914,0.15876366132025,0.147570156211974,NA,0.0010434414156398,0.7,20001,0.030551580513969,1.00139393934202
"f[1,54]",0.00493525,0.09004965,0.240847,0.10517115414275,0.0773049347084573,NA,0.000446197858475137,0.6,30016,0.0165144723256103,1.00353545903196
"f[2,54]",0.00539802,0.0921448,0.246473,0.10670949673395,0.078422622748057,NA,0.000438372014305287,0.6,32003,-0.00348868482395547,1.00345177640214
"f[3,54]",0.00481932,0.135899,0.363375,0.15779652999475,0.114328927196044,NA,0.000660129184246447,0.6,29995,0.00824581764686452,1.00261048794555
"f[4,54]",0.00428205,0.1358595,0.379144,0.1617349418295,0.127104428861632,NA,0.0010199613557599,0.8,15529,0.035059709231634,1.00251136422984
"f[5,54]",0.00649154,0.118259,0.355581,0.14532615519675,0.122045464685011,NA,0.000694266299281189,0.6,30902,0.0103126301258565,1.0021976402867
"f[1,55]",0.00480247,0.09103515,0.248573,0.1070790580027,0.0797260342681388,NA,0.000501918857546438,0.6,25231,0.0193900180538442,1.00456514167741
"f[2,55]",0.00558953,0.0881954,0.226042,0.10050311469345,0.0697057653504271,NA,0.000472357643958673,0.7,21777,0.0172329171793326,1.00341580663342
"f[3,55]",0.00837883,0.12853,0.335124,0.14685406808725,0.100291964755688,NA,0.00073022061094624,0.7,18864,0.0243656545937231,1.00254807951159
"f[4,55]",0.00755802,0.1323955,0.35622,0.1548775809446,0.115693999450275,NA,0.00102839185786909,0.9,12656,0.0331316540855694,1.0013883399504
"f[5,55]",0.00817203,0.1100665,0.297028,0.1281049569215,0.0944253666236528,NA,0.000501498548018918,0.5,35452,0.0122896918410982,1.00246312459037
"f[1,56]",0.0045064,0.08282935,0.217205,0.095935131439575,0.0681455945059673,NA,0.000497080996530982,0.7,18794,0.0231517641588397,1.00567621101866
"f[2,56]",0.00545682,0.08479985,0.221236,0.09742350180725,0.068229585622123,NA,0.000436522993137159,0.6,24430,0.0224326126783548,1.00313026814465
"f[3,56]",0.00676923,0.136577,0.393108,0.1638593976215,0.12716792416299,NA,0.000738245180028823,0.6,29672,0.0200263224748309,1.00138177973419
"f[4,56]",0.00624452,0.1295605,0.365809,0.15458540945325,0.121079846743237,NA,0.000940624227935524,0.8,16570,0.040314875192073,1.00181698139922
"f[5,56]",0.00514001,0.0980353,0.254282,0.112545363591425,0.077237137317514,NA,0.000522481490058616,0.7,21853,0.0202479825658962,1.00254997796514
"f[1,57]",0.00551667,0.08304105,0.215676,0.0953571058155,0.0666057013443053,NA,0.000447192738561043,0.7,22184,0.0199051359773706,1.00494543741071
"f[2,57]",0.00345214,0.09580255,0.277453,0.11532541772765,0.0903238604584152,NA,0.000496371941639191,0.5,33112,-0.00558227788921481,1.00266539950886
"f[3,57]",0.0058415,0.132593,0.369919,0.15685333977475,0.117305507674767,NA,0.000687488973390407,0.6,29114,0.0134070944620604,1.00198466515733
"f[4,57]",0.00594965,0.134765,0.388335,0.162830669921225,0.131621215830303,NA,0.00112139769188685,0.9,13776,0.0264471865251202,1.00245852800189
"f[5,57]",0.00562139,0.0912797,0.22193,0.10254077455425,0.0666509840123728,NA,0.000618900464746444,0.9,11598,0.0416598955160778,1.00306620574026
"f[1,58]",0.00582662,0.08379815,0.219144,0.09666938842235,0.0691217170009394,NA,0.000473761649476626,0.7,21287,0.0114144826098882,1.00580641142718
"f[2,58]",0.00564429,0.0961848,0.278799,0.11563866819375,0.0900161257623543,NA,0.000470495681967782,0.5,36604,0.0096717075742567,1.00260751588367
"f[3,58]",0.00851882,0.1369305,0.386408,0.162667567864,0.121489354037514,NA,0.000681369839884657,0.6,31791,0.0063143358079323,1.00197509165967
"f[4,58]",0.0046658,0.1411995,0.428266,0.17432441213475,0.149789447182077,NA,0.00112629580936121,0.8,17687,0.0286905397840383,1.00278438526033
"f[5,58]",0.00589821,0.0888369,0.215289,0.09948891822855,0.0634759032632662,NA,0.000769763666778528,1.2,6800,0.0421596629720445,1.00404625906237
"f[1,59]",0.00488724,0.0868061,0.225987,0.099818257688,0.0681119903536101,NA,0.000505078559865968,0.7,18186,0.0169815062073997,1.00501848587409
"f[2,59]",0.00387016,0.0968989,0.270041,0.114921323523075,0.0863853054217606,NA,0.000471003527565068,0.5,33638,0.0196223730563143,1.00267755113883
"f[3,59]",0.00827729,0.130842,0.34177,0.150755790501,0.104981669331572,NA,0.000773833474125091,0.7,18405,0.0218189808145888,1.00241616865744
"f[4,59]",0.00619103,0.1442725,0.424454,0.175815607182,0.14439009845953,NA,0.0012541997983531,0.9,13254,0.032534091460493,1.00218119788442
"f[5,59]",0.00703096,0.0976948,0.242716,0.110675880420075,0.0733502079305116,NA,0.00067820981543931,0.9,11697,0.0353356620378524,1.00308435378055
"f[1,60]",0.00576991,0.0847023,0.211384,0.095962365349575,0.0634942177029437,NA,0.000506261016865379,0.8,15730,0.0259823884089975,1.00452099723826
"f[2,60]",0.00480318,0.09380435,0.248624,0.108663707357775,0.077241466844985,NA,0.000481689142689875,0.6,25714,0.0152299683510169,1.00252617826754
"f[3,60]",0.00688811,0.1262175,0.315392,0.14247650788125,0.0951418845691175,NA,0.000831940663825784,0.9,13079,0.0251323310674913,1.00197992061473
"f[4,60]",0.00607993,0.144563,0.420432,0.17622527464275,0.147473100948501,NA,0.00119108699124582,0.8,15330,0.0391476466355059,1.00138257586522
"f[5,60]",0.00673505,0.1000255,0.24873,0.11275190824375,0.0749242579052248,NA,0.000628940999972478,0.8,14191,0.035060343871434,1.00291924561658
"f[1,61]",0.00479597,0.081892,0.204896,0.0930955325915,0.0621839134801151,NA,0.000514656556604335,0.8,14599,0.0247387319928677,1.0037793506794
"f[2,61]",0.00504837,0.08751635,0.226292,0.09984886015945,0.0693447328928019,NA,0.000401143059738384,0.6,29883,0.0184721479448518,1.00393437676276
"f[3,61]",0.00771856,0.127805,0.334409,0.14706005681475,0.10516804053699,NA,0.000603071518480216,0.6,30411,0.0187322219842531,1.00287862546488
"f[4,61]",0.00665223,0.141821,0.419275,0.1739815369135,0.150679534279556,NA,0.00125138406653402,0.8,14499,0.0302946688352303,1.00160670673661
"f[5,61]",0.0059435,0.09933755,0.248495,0.1123964429319,0.0750099975737177,NA,0.000487487680447976,0.6,23676,0.0114275437373823,1.00296337507814
"f[1,62]",0.00537757,0.0831003,0.208445,0.09420571747475,0.0639053060045474,NA,0.000522809836965446,0.8,14941,0.0244340971475938,1.00346248582513
"f[2,62]",0.00447052,0.0807015,0.194325,0.08992797208225,0.0580382103861855,NA,0.000564518730698365,1,10570,0.0398885108493014,1.00254363345057
"f[3,62]",0.00748703,0.1229195,0.307024,0.13830942462375,0.0922775953786754,NA,0.000734220242145237,0.8,15796,0.0207294530421604,1.00228881103604
"f[4,62]",0.00645002,0.1458725,0.448603,0.182168056826,0.162472131549263,NA,0.00136928470708512,0.8,14079,0.0339162804747575,1.00193183477085
"f[5,62]",0.0055615,0.1020165,0.260514,0.116313042206,0.0804183070829932,NA,0.00048516257640787,0.6,27475,0.0117300191282601,1.00272321359255
"f[1,63]",0.00660928,0.0849392,0.22096,0.09742059576125,0.0683446756118113,NA,0.000488823807659827,0.7,19548,0.0194153618089885,1.0056619252114
"f[2,63]",0.00516487,0.08135395,0.20046,0.091505785442,0.060109819959603,NA,0.000498039652796076,0.8,14567,0.021002978103615,1.00443974831865
"f[3,63]",0.00539042,0.128502,0.33142,0.1471711183275,0.104371003963343,NA,0.00056286062584499,0.5,34384,0.0106647442669711,1.0025009425585
"f[4,63]",0.00628646,0.1482765,0.477435,0.18845980807825,0.178754568864173,NA,0.00169314394466605,0.9,11146,0.0449181576242685,1.00185100449289
"f[5,63]",0.00509501,0.104764,0.273108,0.120554727797975,0.0875053490342191,NA,0.000492421567817555,0.6,31579,0.00389035470516315,1.00179259246562
"f[1,64]",0.00544877,0.0825624,0.211466,0.093782274339,0.0636036007484798,NA,0.000503136049650726,0.8,15981,0.0312197165181481,1.00502866172493
"f[2,64]",0.00520873,0.07474465,0.175358,0.082580169542575,0.0510179262261143,NA,0.000742517702457333,1.5,4721,0.0636416458643627,1.00361590063864
"f[3,64]",0.00486244,0.1281025,0.336687,0.14806928832425,0.107917676023537,NA,0.000638526279147394,0.6,28565,0.0161568809529389,1.00189060507195
"f[4,64]",0.00583483,0.1431585,0.432874,0.1776733485265,0.158702762686617,NA,0.00134456873299488,0.8,13932,0.0256568895868397,1.00198437839986
"f[5,64]",0.00501018,0.1083325,0.291827,0.126274073819975,0.0930498175360291,NA,0.000506795669376747,0.5,33711,-0.00145657540777163,1.00212456800029
"f[1,65]",0.00517453,0.0866671,0.229819,0.100630141299875,0.0733358184636426,NA,0.000481054567751807,0.7,23240,0.00912323505462997,1.00466044427004
"f[2,65]",0.00501856,0.07714175,0.18824,0.08612450840485,0.0547723058837035,NA,0.00064366703276979,1.2,7241,0.0527507554892429,1.00417057695222
"f[3,65]",0.00800146,0.135215,0.374071,0.15915107540375,0.119146548706358,NA,0.000668566651015311,0.6,31759,0.012683880859408,1.00237551932347
"f[4,65]",0.00586138,0.1466805,0.463106,0.1853409610345,0.16816597355417,NA,0.00147915487318231,0.9,12926,0.0362009758486989,1.00232335152241
"f[5,65]",0.00494167,0.1113625,0.31215,0.1323596319365,0.103479627668493,NA,0.000566521170289402,0.5,33364,0.00329386135310097,1.00209865197123
"f[1,66]",0.00374018,0.08732105,0.229632,0.101302439695075,0.0732472095441523,NA,0.00047333311963297,0.6,23947,0.0168983434959039,1.00417498117038
"f[2,66]",0.00461901,0.0822065,0.201683,0.091978596445675,0.0602026883241609,NA,0.000470872853456097,0.8,16346,0.0201250955006298,1.00313113915255
"f[3,66]",0.0074846,0.142036,0.431171,0.17598664145625,0.146569453771838,NA,0.00100378879870787,0.7,21321,0.0248522586470421,1.00233377306697
"f[4,66]",0.0062703,0.140936,0.422172,0.17359970344825,0.146531091421534,NA,0.00128971571938617,0.9,12908,0.0347075409037844,1.00206894764635
"f[5,66]",0.00775481,0.109445,0.29798,0.128227201094,0.096328035091264,NA,0.000544324823610364,0.6,31318,0.015172498194442,1.00226219439426
"f[1,67]",0.00575837,0.0875594,0.242341,0.103322118515775,0.077277012030931,NA,0.000464118798611421,0.6,27723,0.019970375734219,1.00419296343419
"f[2,67]",0.00458532,0.08892325,0.240066,0.10330104008975,0.0746317368014805,NA,0.000399894377651746,0.5,34830,0.00468133584872891,1.00314610200575
"f[3,67]",0.00654065,0.1368685,0.396171,0.16526677063075,0.13142744191506,NA,0.000793959148854806,0.6,27402,0.0181402196671327,1.0018395462466
"f[4,67]",0.00756822,0.1315405,0.366112,0.155883912916525,0.118464162677086,NA,0.000964873256887019,0.8,15074,0.0424615799456152,1.00124053746833
"f[5,67]",0.00499823,0.102383,0.267118,0.118187376849325,0.0852532364731097,NA,0.000506577176170168,0.6,28322,0.00622107589296167,1.00290615476506
"f[1,68]",0.0049183,0.08425985,0.224868,0.0980354109104,0.0706291590135374,NA,0.000435982340243705,0.6,26244,0.00339840675490907,1.00376811266616
"f[2,68]",0.00283232,0.08334265,0.212104,0.0953043701915,0.0662764814943064,NA,0.000401291846990932,0.6,27277,0.0196157574362616,1.00325357442894
"f[3,68]",0.00700747,0.1139265,0.281602,0.12846359868675,0.0838031352416715,NA,0.000737404647960077,0.9,12915,0.0310951632300936,1.00237462642105
"f[4,68]",0.0070469,0.117254,0.29899,0.133979042084325,0.0919950993526529,NA,0.00112271788767146,1.2,6714,0.0513708128110628,1.00150596253366
"f[5,68]",0.00543676,0.101273,0.26682,0.11733106463865,0.0837884866688633,NA,0.000454606168210489,0.5,33970,0.00651624966591073,1.00160867032234
"f[1,69]",0.0050339,0.0818657,0.210212,0.094092398354925,0.0650911204419957,NA,0.000472352972735035,0.7,18989,0.0198520240391979,1.00513527507669
"f[2,69]",0.00384446,0.0875239,0.232807,0.101580720716875,0.0738475012413525,NA,0.000418056953071144,0.6,31203,-0.00267541777403717,1.00294062612388
"f[3,69]",0.00933317,0.124493,0.326757,0.143222358072525,0.101039068336564,NA,0.000678324189053838,0.7,22187,0.0195771594537146,1.00191241914723
"f[4,69]",0.00722019,0.1209725,0.312891,0.1389376859045,0.098156130559269,NA,0.000962771955873355,1,10394,0.0448407721589106,1.00273159255009
"f[5,69]",0.00693629,0.1034245,0.285683,0.12184661597075,0.0906285190834314,NA,0.000497418770164698,0.5,33196,0.00581525213687093,1.00255542390717
"f[1,70]",0.00487468,0.0851649,0.219975,0.0980180737234,0.068301995019714,NA,0.000460300149510706,0.7,22018,0.0135478332521877,1.00491298760573
