"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"phiJS[1,1]",0.76157,0.927855,0.998792,0.9087741838,0.0754284166737319,NA,0.000522099725312453,0.7,20872,0.0183316522891934,1.01756709873009
"phiJS[2,1]",0.758751,0.9313475,0.998203,0.9104521889,0.078622703778305,NA,0.000418433421224053,0.5,35306,0.0173736174129148,1.01601562419093
"phiJS[3,1]",0.697765,0.90581,0.998667,0.882810657235,0.0935649329057383,NA,0.000605341932219288,0.6,23890,0.0168690853665974,1.01580770928952
"phiJS[4,1]",0.672623,0.902255,0.998456,0.87560880637,0.101600272172036,NA,0.000936484109806915,0.9,11770,0.0419059575942219,1.01086272676682
"phiJS[5,1]",0.708776,0.921507,0.99902,0.8951688024,0.0949786587217045,NA,0.000537517624742227,0.6,31222,0.0068961112756086,1.01178263146238
"phiJS[1,2]",0.711244,0.918449,0.999048,0.894057016975,0.0903901482511167,NA,0.00052694081660533,0.6,29425,0.0100971732065504,1.01488738731246
"phiJS[2,2]",0.61273,0.911825,0.999297,0.8728139461575,0.122139005332863,NA,0.000930868647431541,0.8,17216,0.0339425474753989,1.01624258849177
"phiJS[3,2]",0.692589,0.903311,0.997741,0.880025005,0.0946150507040091,NA,0.000596352615783315,0.6,25172,0.0137751213612758,1.01481920672738
"phiJS[4,2]",0.686838,0.9042685,0.998314,0.879399411125,0.0967864422704491,NA,0.000856665599938453,0.9,12765,0.0277723635644225,1.01105572992558
"phiJS[5,2]",0.724499,0.923313,0.998597,0.8992861649675,0.088788671191225,NA,0.000500594164706113,0.6,31459,0.00615127895427841,1.01191065357346
"phiJS[1,3]",0.695621,0.912821,0.998255,0.887488049375,0.094425874685644,NA,0.000616837437728707,0.7,23434,0.0258447902545838,1.01506438713585
"phiJS[2,3]",0.690638,0.9167145,0.99897,0.888827165775,0.0984414531540782,NA,0.000605719964811203,0.6,26413,0.021726305738407,1.01126351243651
"phiJS[3,3]",0.699105,0.9031145,0.997579,0.88122735165,0.0912155100441269,NA,0.000781328448220719,0.9,13629,0.0350249552636261,1.01649102894025
"phiJS[4,3]",0.651427,0.894516,0.998424,0.866843861325,0.106978118349176,NA,0.00107334110012559,1,9934,0.0443339835226296,1.01026330544998
"phiJS[5,3]",0.730028,0.921117,0.998292,0.8987374276825,0.0858335451188409,NA,0.000550447839803334,0.6,24315,0.013723475514152,1.01306496971442
"phiJS[1,4]",0.732146,0.9196575,0.998878,0.898103475425,0.0835273821169961,NA,0.000499479950017045,0.6,27965,0.0173836834726412,1.01853392400501
"phiJS[2,4]",0.750445,0.9274105,0.998679,0.9067072237,0.0788432972038677,NA,0.000481603877157031,0.6,26801,0.0164594375648687,1.01446588878072
"phiJS[3,4]",0.676044,0.897937,0.998417,0.873231127125,0.0998384017775382,NA,0.00070390165549849,0.7,20117,0.0153591368687283,1.01619666855111
"phiJS[4,4]",0.669451,0.8990425,0.997598,0.8728062722,0.101612546608731,NA,0.000955277721455817,0.9,11315,0.0402818136647474,1.01056624222981
"phiJS[5,4]",0.744198,0.9239015,0.998982,0.90297285365,0.081378919026887,NA,0.000476314688022647,0.6,29190,0.00558911462963437,1.01193541839456
"phiJS[1,5]",0.762111,0.9274945,0.999008,0.90839227425,0.0744671888993334,NA,0.00053908971769414,0.7,19081,0.0204058728850432,1.01479240168642
"phiJS[2,5]",0.755353,0.9301095,0.99908,0.909406566875,0.0777812657603061,NA,0.000490995051795691,0.6,25095,0.0111046540944912,1.0143524352293
"phiJS[3,5]",0.702784,0.9062445,0.998564,0.883589124575,0.0918637058164486,NA,0.000638912236442886,0.7,20673,0.0259373546886295,1.01628181190358
"phiJS[4,5]",0.691797,0.905847,0.998677,0.88068720285,0.0969418689222374,NA,0.00098044644741068,1,9776,0.053304930796142,1.01076394366739
"phiJS[5,5]",0.754316,0.9292515,0.999138,0.908908362075,0.0777604300938481,NA,0.000494747244992471,0.6,24703,0.00426096435397793,1.01452712764578
"phiJS[1,6]",0.775547,0.929084,0.998764,0.91182105205,0.069757492134106,NA,0.000492510557198226,0.7,20061,0.0181168684991435,1.01267388470661
"phiJS[2,6]",0.729876,0.9245285,0.998619,0.901172686225,0.0851660400236412,NA,0.00049026215965857,0.6,30177,0.0106698041360255,1.01290112678765
"phiJS[3,6]",0.721864,0.909972,0.998295,0.889725041825,0.0851149114877042,NA,0.000664389334594449,0.8,16412,0.0257788251662498,1.01829785015347
"phiJS[4,6]",0.700142,0.906636,0.996916,0.88352160845,0.0917116730869446,NA,0.000937591933903674,1,9568,0.0449495364838009,1.01155601104259
"phiJS[5,6]",0.731853,0.923617,0.998639,0.90072910255,0.0861773367691643,NA,0.000559190378299222,0.6,23750,0.0238640273981531,1.01189219849198
"phiJS[1,7]",0.752993,0.9232815,0.99865,0.904330110825,0.0762772259535562,NA,0.000483871628941076,0.6,24850,0.0154998341431682,1.01370125467089
"phiJS[2,7]",0.760832,0.9279875,0.999214,0.90877387465,0.0750068383052006,NA,0.00044576497458317,0.6,28313,0.0117241654665642,1.0169862482126
"phiJS[3,7]",0.739832,0.9127515,0.997988,0.89442382135,0.0793869851173767,NA,0.000659945485171715,0.8,14470,0.0386111131772421,1.0209013042482
"phiJS[4,7]",0.708614,0.906684,0.999536,0.88462921265,0.0897668142668167,NA,0.000964355187454169,1.1,8665,0.0444649154769899,1.01287060224234
"phiJS[5,7]",0.745381,0.9238485,0.99857,0.9034923675775,0.0805208460525237,NA,0.000443926989825911,0.6,32900,0.0076825977858278,1.01362180247375
"phiJS[1,8]",0.777539,0.928226,0.99812,0.911788712975,0.068696880203218,NA,0.000537258466793847,0.8,16350,0.0276186633693891,1.01481497025923
"phiJS[2,8]",0.8028,0.936726,0.999457,0.92210482415,0.0605660358746122,NA,0.000448100475360099,0.7,18269,0.0277169813539254,1.02537341695057
"phiJS[3,8]",0.666664,0.89515,0.998496,0.870011489225,0.1024955075662,NA,0.000693341595765886,0.7,21853,0.0178975189376535,1.0146573005257
"phiJS[4,8]",0.700386,0.903589,0.999037,0.8809511263,0.0924856343699516,NA,0.000961291625035941,1,9256,0.0437621330950551,1.01372749178843
"phiJS[5,8]",0.728927,0.920706,0.9988,0.89770129045,0.086600414483977,NA,0.000492375095834777,0.6,30935,0.0164281171895772,1.01121692988142
"phiJS[1,9]",0.756866,0.923183,0.998351,0.9044041255,0.0748960555760724,NA,0.000485683461150903,0.6,23780,0.0159402962656755,1.01347722387719
"phiJS[2,9]",0.65182,0.907215,0.998703,0.876166586625,0.106632732801289,NA,0.000687377073291884,0.6,24065,0.0158378340966342,1.01464243762716
"phiJS[3,9]",0.55247,0.8722745,0.998406,0.83541950956,0.133861170667517,NA,0.000846112150917664,0.6,25030,0.0263895864780585,1.01293924573042
"phiJS[4,9]",0.711631,0.9070235,0.998549,0.885430243025,0.0883585371571147,NA,0.000933728429108798,1.1,8955,0.0439377650108026,1.01395337588148
"phiJS[5,9]",0.740463,0.923371,0.99895,0.90179534495,0.0824054761858021,NA,0.000462420972768593,0.6,31757,0.0182469442792614,1.01259104562341
"phiJS[1,10]",0.738378,0.9190015,0.998849,0.899067687625,0.0798445322207159,NA,0.000504432725174049,0.6,25054,0.0153051096641742,1.01514490164537
"phiJS[2,10]",0.7096,0.917824,0.998393,0.89361727785,0.0892817628917705,NA,0.000507855461109487,0.6,30906,0.00846640453752032,1.01370622440276
"phiJS[3,10]",0.642461,0.887649,0.998706,0.860400749375,0.108520547979857,NA,0.000648126921501053,0.6,28035,0.000253204103812379,1.01276121917202
"phiJS[4,10]",0.631117,0.8874105,0.998879,0.8579260697075,0.112517886890199,NA,0.00100742838945393,0.9,12474,0.0478212663278585,1.01055060780863
"phiJS[5,10]",0.688534,0.9131735,0.999282,0.886619815275,0.097896974856891,NA,0.00055838964584117,0.6,30737,0.0114070773323503,1.01182055908029
"phiJS[1,11]",0.77658,0.927245,0.99894,0.910967838725,0.0689464363615549,NA,0.000504108926264662,0.7,18706,0.0221222041619774,1.01790156437887
"phiJS[2,11]",0.720397,0.919726,0.999301,0.896403379025,0.0863106027100838,NA,0.000491755891339762,0.6,30806,0.011769630637167,1.01731254679638
"phiJS[3,11]",0.667844,0.8949965,0.997596,0.87069816495,0.100205632875967,NA,0.000623460462131738,0.6,25832,0.0141548820401279,1.01306089657881
"phiJS[4,11]",0.662596,0.893453,0.998793,0.8678018362,0.103575444166723,NA,0.000887048968824812,0.9,13634,0.040430306957909,1.00979335149291
"phiJS[5,11]",0.709278,0.9164855,0.999312,0.8918289711,0.0925901764637448,NA,0.000520578218889233,0.6,31634,0.00575124774772609,1.01231760147572
"phiJS[1,12]",0.778474,0.929742,0.999263,0.9132821218,0.0678436415324183,NA,0.000450212866279099,0.7,22708,0.0175100177579314,1.01910432795346
"phiJS[2,12]",0.755829,0.928787,0.999041,0.90869686065,0.0765354514386471,NA,0.00045670672749075,0.6,28083,0.0143185323631312,1.01706462502846
"phiJS[3,12]",0.702953,0.904471,0.998445,0.882012267075,0.0918537395288612,NA,0.000601257679103765,0.7,23338,0.0162076093580869,1.01624778905989
"phiJS[4,12]",0.673895,0.901501,0.997992,0.875737153025,0.0996737744514543,NA,0.000931739914983192,0.9,11444,0.0315958295015614,1.00923499094977
"phiJS[5,12]",0.737259,0.924012,0.999211,0.901651272925,0.0840969406823069,NA,0.000494066964707004,0.6,28973,0.0177418646962716,1.01368589556889
"phiJS[1,13]",0.753254,0.9234395,0.999041,0.904510442875,0.0757889005480885,NA,0.000514474504565667,0.7,21701,0.0202372085769044,1.01818487458503
"phiJS[2,13]",0.734589,0.92398,0.999286,0.90181696965,0.0819747480689691,NA,0.000498598692056504,0.6,27031,0.00946666911107467,1.02152278049343
"phiJS[3,13]",0.65496,0.8931495,0.998206,0.866945169325,0.10395348522721,NA,0.000630273400337772,0.6,27203,0.00958110545650463,1.01262910316868
"phiJS[4,13]",0.664318,0.8974785,0.997956,0.8711131944975,0.102219612317227,NA,0.000928114808188393,0.9,12130,0.0383603834432843,1.01102392785486
"phiJS[5,13]",0.705917,0.9174355,0.999034,0.8924745987725,0.0926339732133858,NA,0.000512483550650085,0.6,32672,0.0117691061141843,1.0119581675735
"phiJS[1,14]",0.77639,0.928452,0.998823,0.911727533325,0.0687106241011668,NA,0.000492839297718925,0.7,19437,0.0219079925222937,1.01719000947899
"phiJS[2,14]",0.755089,0.9279695,0.998776,0.907930350475,0.0763977658211564,NA,0.00046592626886665,0.6,26886,0.0147123378796331,1.02621143754355
"phiJS[3,14]",0.616551,0.8848425,0.998538,0.8545478997,0.114951456977114,NA,0.00072237982301652,0.6,25322,0.0193828542875432,1.02265189613026
"phiJS[4,14]",0.678731,0.901008,0.998949,0.87520139225,0.0989075004429443,NA,0.000965119754037294,1,10503,0.0335183024078798,1.01109849040678
"phiJS[5,14]",0.716571,0.9194905,0.998749,0.89555640615,0.0902400593213613,NA,0.000518279819679262,0.6,30316,0.0161051032188546,1.01320373045672
"phiJS[1,15]",0.793853,0.9329285,0.999118,0.917810329225,0.0638336575309404,NA,0.000478300862935242,0.7,17811,0.019405169664345,1.02156247643071
"phiJS[2,15]",0.745326,0.925247,0.999329,0.9044516676,0.0798214607714692,NA,0.000449649203328447,0.6,31513,0.0110135815352454,1.01970059512742
"phiJS[3,15]",0.604168,0.881894,0.998776,0.850112100175,0.119420117248033,NA,0.000766203754575965,0.6,24292,0.0103977035286848,1.01580756902071
"phiJS[4,15]",0.66183,0.8974855,0.998606,0.870290914,0.103936305281928,NA,0.00097215751209594,0.9,11430,0.0415771361583281,1.00960720093423
"phiJS[5,15]",0.726789,0.922191,0.998753,0.89898531285,0.0862525779559949,NA,0.000480559760361957,0.6,32214,0.0135989311563754,1.01254006240375
"phiJS[1,16]",0.773868,0.928924,0.998903,0.911693527475,0.0698672091886193,NA,0.000489215661547584,0.7,20396,0.0232509718702986,1.02616419727014
"phiJS[2,16]",0.760423,0.9301615,0.999067,0.91036912555,0.074794813533405,NA,0.000475494987307772,0.6,24743,0.0172317741954609,1.02213505101035
"phiJS[3,16]",0.635114,0.890707,0.998031,0.8616725773675,0.110488818596276,NA,0.000714715335632658,0.6,23898,0.0256885273833832,1.0148979086567
"phiJS[4,16]",0.674593,0.9014385,0.998323,0.87567509275,0.0995551119720501,NA,0.000932697923226516,0.9,11393,0.0340291734328852,1.01126812009606
"phiJS[5,16]",0.705101,0.919585,0.99895,0.893860249725,0.0930128926166437,NA,0.000572281555677932,0.6,26416,0.00980619489172388,1.01195004233911
"phiJS[1,17]",0.665031,0.9042875,0.998694,0.8761979443,0.101821617440928,NA,0.000787978439554269,0.8,16697,0.0251920420416675,1.01425627864812
"phiJS[2,17]",0.728306,0.919123,0.999064,0.8975126063,0.0837699321180489,NA,0.000547495773814995,0.7,23411,0.0200468086403531,1.01477614363155
"phiJS[3,17]",0.586996,0.876557,0.997151,0.8445403394,0.122971716095555,NA,0.000923500245886517,0.8,17731,0.0324059864593138,1.01104034703624
"phiJS[4,17]",0.435843,0.8464055,0.997848,0.7953711127325,0.166823711600383,NA,0.00195214469134238,1.2,7303,0.0594738924707094,1.0335387208199
"phiJS[5,17]",0.710776,0.9175965,0.998833,0.8930405783275,0.0908817950630149,NA,0.000539211214888093,0.6,28408,0.0132254961093283,1.01187174415067
"phiJS[1,18]",0.656299,0.9058575,0.998532,0.8757800193,0.105086118985716,NA,0.000763686361374044,0.7,18935,0.0266188340379263,1.01359025919154
"phiJS[2,18]",0.62974,0.9083415,0.998331,0.8729062797,0.113839067510342,NA,0.00085047094335965,0.7,17917,0.0219049943027726,1.01587458824566
"phiJS[3,18]",0.642474,0.891152,0.998744,0.862861594975,0.108945940981498,NA,0.000670086776795447,0.6,26434,0.00653741285570805,1.01186059323645
"phiJS[4,18]",0.514818,0.8690645,0.99759,0.82561829184,0.14581411072173,NA,0.00136122397549021,0.9,11475,0.0404410154592352,1.01222854394703
"phiJS[5,18]",0.735876,0.92356,0.999283,0.9016169245,0.0836737923679122,NA,0.000495829916881011,0.6,28478,0.013661760056071,1.01330138784226
"phiJS[1,19]",0.712525,0.916411,0.998462,0.89274797675,0.088335615923514,NA,0.000513363258155257,0.6,29609,0.00967445264484301,1.01320894398813
"phiJS[2,19]",0.636825,0.908133,0.998875,0.873993882675,0.111982024617888,NA,0.000739830365218153,0.7,22910,0.0136035348850485,1.01296988259235
"phiJS[3,19]",0.674961,0.8971065,0.997528,0.87256852635,0.0997036993502059,NA,0.00059565941364317,0.6,28017,0.0113050911496639,1.01544177867951
"phiJS[4,19]",0.487204,0.8618175,0.995733,0.815675437545,0.152070028108686,NA,0.00139330574993117,0.9,11912,0.0538514670922911,1.00974433794841
"phiJS[5,19]",0.747995,0.924293,0.998794,0.90383470785,0.0795482251068717,NA,0.000431576523784173,0.5,33974,0.00793186373516581,1.01396914563217
"phiJS[1,20]",0.717257,0.9159635,0.998984,0.892927911975,0.0871322543302774,NA,0.000474166528518478,0.5,33767,0.0112081532692825,1.01156324880832
"phiJS[2,20]",0.606821,0.9056765,0.998976,0.867846051375,0.120635050070515,NA,0.000817307339713665,0.7,21786,0.0233393139218585,1.02588577336781
"phiJS[3,20]",0.62594,0.8854875,0.997899,0.856245566,0.113151921211754,NA,0.00067505992581605,0.6,28096,0.0126227663617128,1.01138218246672
"phiJS[4,20]",0.541821,0.8711485,0.998104,0.8313354951975,0.138718005256736,NA,0.00115004650113343,0.8,14549,0.0466495477092468,1.00902942994608
"phiJS[5,20]",0.674978,0.911465,0.998461,0.882700449125,0.103021827383698,NA,0.000595323262609181,0.6,29947,0.00876243356205746,1.0214612654178
"phiJS[1,21]",0.75587,0.9240095,0.998331,0.905001375025,0.0757568609806711,NA,0.000479171922525117,0.6,24995,0.0109910917616494,1.01622256310539
"phiJS[2,21]",0.673228,0.91481,0.999305,0.884979521775,0.102668241800025,NA,0.000676109164170027,0.7,23059,0.00709458991967193,1.01412783480546
"phiJS[3,21]",0.652261,0.8913065,0.999039,0.864652456425,0.105766743982432,NA,0.00063494367810252,0.6,27748,0.00409356559524977,1.0141132488001
"phiJS[4,21]",0.582912,0.8792415,0.997674,0.844658389155,0.12593406024912,NA,0.0010901125842266,0.9,13346,0.0406221235221,1.00933342401597
"phiJS[5,21]",0.70374,0.916363,0.998346,0.890709081375,0.0948265214936078,NA,0.000560352509904109,0.6,28638,0.017651240812377,1.01311911913252
"phiJS[1,22]",0.722165,0.9152435,0.999207,0.893097427525,0.0858863474512006,NA,0.000733111784760082,0.9,13725,0.0409261895597262,1.01366632076115
"phiJS[2,22]",0.67516,0.913025,0.999072,0.884702801925,0.100918440258365,NA,0.000829552509093049,0.8,14800,0.0442442963846945,1.01398040145752
"phiJS[3,22]",0.532552,0.864344,0.997732,0.825178731935,0.139639750409148,NA,0.00116506849841383,0.8,14365,0.0287664436118432,1.00930914652567
"phiJS[4,22]",0.59277,0.880345,0.998268,0.8462214924925,0.123551062614186,NA,0.00137936613348811,1.1,8023,0.0627820463604022,1.00937280582251
"phiJS[5,22]",0.707789,0.916563,0.998604,0.8916751403,0.0921612663251009,NA,0.000656912624274109,0.7,19683,0.0342566260861452,1.01474673033318
"phiJS[1,23]",0.756461,0.9221975,0.998633,0.904077381375,0.0747602964161435,NA,0.000639938730394612,0.9,13648,0.0324724673050422,1.01734788550876
"phiJS[2,23]",0.575836,0.895816,0.999412,0.85570955955,0.129111801700153,NA,0.00100688299414729,0.8,16443,0.033654599830756,1.0218066926299
"phiJS[3,23]",0.574791,0.8722775,0.998135,0.8388630582325,0.127721329676085,NA,0.000836971066232338,0.7,23287,0.0179204960012192,1.01204698521585
"phiJS[4,23]",0.552603,0.8703785,0.997899,0.8332248074725,0.134348764544542,NA,0.00118844233864685,0.9,12779,0.0293513574244218,1.00794737977777
"phiJS[5,23]",0.722749,0.917564,0.998703,0.895195179525,0.0866532052540361,NA,0.000637389427357816,0.7,18482,0.0228507497716296,1.01443480151795
"phiJS[1,24]",0.740285,0.9196965,0.999038,0.89928408715,0.0811103600289239,NA,0.000597826396916875,0.7,18408,0.0264488347138814,1.01210769824812
"phiJS[2,24]",0.577292,0.896201,0.999147,0.8558506478375,0.129200332265784,NA,0.000989707874595598,0.8,17042,0.0288234991837702,1.01328870064962
"phiJS[3,24]",0.562695,0.8724595,0.998615,0.8367351736325,0.131869263239654,NA,0.00092153437428756,0.7,20477,0.00985908091570005,1.01071889642892
"phiJS[4,24]",0.595047,0.880686,0.99877,0.847218105655,0.122554626030649,NA,0.00110437679412931,0.9,12315,0.0293854762971118,1.00797737339839
"phiJS[5,24]",0.746838,0.923083,0.999012,0.9027110308,0.0805994228476494,NA,0.000495931853599427,0.6,26413,0.0148001679990818,1.0157190691124
"phiJS[1,25]",0.636977,0.9039045,0.999091,0.87105356855,0.112181383990589,NA,0.000844881488712291,0.8,17630,0.0263283566757433,1.01536420233552
"phiJS[2,25]",0.653595,0.9112865,0.99926,0.879650337325,0.108154738818589,NA,0.000704634882553042,0.7,23559,0.0181609191188648,1.01631931741496
"phiJS[3,25]",0.601617,0.8832185,0.997126,0.8508051269025,0.120431707960462,NA,0.000724160727007603,0.6,27657,0.0106153772464238,1.01116809093413
"phiJS[4,25]",0.625731,0.8884255,0.998309,0.858098778875,0.114730653054785,NA,0.000964102166356389,0.8,14162,0.036108415982765,1.00905458543533
"phiJS[5,25]",0.763827,0.9271185,0.999114,0.908717204175,0.0742785318256712,NA,0.000477904913796143,0.6,24157,0.0113544788636734,1.01804432570631
"phiJS[1,26]",0.651571,0.9071705,0.998627,0.875754543,0.107392167597707,NA,0.000810809711709823,0.8,17543,0.0294671747003369,1.01112222355525
"phiJS[2,26]",0.694548,0.9176,0.999698,0.89048359605,0.0965405980530874,NA,0.000557501871969196,0.6,29987,0.00473554363390357,1.01481652234035
"phiJS[3,26]",0.62952,0.8880455,0.998051,0.858594041045,0.1134436298335,NA,0.000625020587476017,0.6,32944,0.00332978590158181,1.01127687248099
"phiJS[4,26]",0.640877,0.892755,0.998197,0.863497187065,0.110055733733329,NA,0.000976116100006622,0.9,12712,0.0316031873417722,1.00968440509393
"phiJS[5,26]",0.770812,0.9295475,0.998785,0.911535959825,0.0717808213324756,NA,0.00043285036182888,0.6,27501,0.0243040716999312,1.01499576650192
"phiJS[1,27]",0.709092,0.9164525,0.999237,0.89120209355,0.0914791334334049,NA,0.000527079170262484,0.6,30123,0.0171196769341512,1.01185708428881
"phiJS[2,27]",0.720978,0.923392,0.998904,0.898965088925,0.0882393197153328,NA,0.00051293508649617,0.6,29594,0.0056286520542599,1.01456249921794
"phiJS[3,27]",0.643423,0.892709,0.998425,0.864450707325,0.109356533045388,NA,0.000654556730230409,0.6,27912,0.0105696211002809,1.01252596287223
"phiJS[4,27]",0.658496,0.8957935,0.997675,0.8681206287575,0.105697972114592,NA,0.000985355354542517,0.9,11507,0.0384387695819696,1.00950390769735
"phiJS[5,27]",0.756829,0.9270665,0.999155,0.9074273008,0.0769972674824189,NA,0.000441185657338395,0.6,30458,0.0155089525993099,1.01460217885403
"phiJS[1,28]",0.727423,0.919677,0.99856,0.89753037145,0.0843420618992034,NA,0.000498713922370731,0.6,28601,0.00641922731682942,1.01389777823852
"phiJS[2,28]",0.737263,0.9242555,0.999025,0.902079168475,0.0838714239605366,NA,0.000473091723071176,0.6,31429,0.0142663788879232,1.01559746866858
"phiJS[3,28]",0.651063,0.892815,0.998183,0.8663445979975,0.107081235557485,NA,0.000682679980720002,0.6,24603,0.0212180729579172,1.01276304438917
"phiJS[4,28]",0.616581,0.886905,0.998095,0.85499831695,0.11746938025096,NA,0.00103390404849641,0.9,12909,0.0293620241670287,1.00886802656535
"phiJS[5,28]",0.764378,0.926927,0.998966,0.908533442,0.0741843747871049,NA,0.000483871013946431,0.7,23505,0.0181493938827212,1.01603337472581
"phiJS[1,29]",0.757969,0.926318,0.998849,0.90700006755,0.0750687704713387,NA,0.000463676854592924,0.6,26211,0.00877399749300083,1.01574296256344
"phiJS[2,29]",0.729297,0.924472,0.999634,0.90086686935,0.0866749221654438,NA,0.000559905223028595,0.6,23964,0.0175025057172369,1.01302065807874
"phiJS[3,29]",0.672678,0.8996375,0.998376,0.874268221625,0.100355845723494,NA,0.00058822277863424,0.6,29107,0.0201378464458931,1.01438532587936
"phiJS[4,29]",0.634182,0.89365,0.997751,0.86314241325,0.111458698450914,NA,0.00094954433346075,0.9,13778,0.0371557598660953,1.00831626395965
"phiJS[5,29]",0.774047,0.931396,0.998871,0.91313282355,0.0714120104462251,NA,0.000463927015731764,0.6,23694,0.0240530205672028,1.01701661115588
"phiJS[1,30]",0.755883,0.925173,0.999127,0.9055450329,0.076488412850517,NA,0.000498836648728854,0.7,23511,0.0248091013903709,1.01402648567861
"phiJS[2,30]",0.743124,0.9272655,0.998407,0.905567520325,0.0814053176151152,NA,0.000512912134893409,0.6,25190,0.00632306805997727,1.01418680031628
"phiJS[3,30]",0.687154,0.9020705,0.99783,0.87788692935,0.0959395164601939,NA,0.000648991857127016,0.7,21853,0.0233933526778534,1.01358121486647
"phiJS[4,30]",0.64615,0.8958975,0.998307,0.867101237825,0.108310016657916,NA,0.0010407956633225,1,10829,0.0363050428074766,1.01105711981675
"phiJS[5,30]",0.780708,0.932017,0.99931,0.914829238875,0.068959265259106,NA,0.000465839670990118,0.7,21914,0.0218355260176248,1.01711144759304
"phiJS[1,31]",0.76293,0.925594,0.998957,0.907344944875,0.0736926943216968,NA,0.000495907538482846,0.7,22082,0.0199526554856957,1.0153734631636
"phiJS[2,31]",0.757919,0.9282185,0.998946,0.908384627925,0.0768458857879158,NA,0.000432499851032309,0.6,31570,0.0137458472535229,1.01479020635637
"phiJS[3,31]",0.704301,0.904549,0.998304,0.883124945475,0.0898960879039014,NA,0.000626113135178786,0.7,20615,0.0198573136552154,1.01664160471544
"phiJS[4,31]",0.659376,0.89627,0.997606,0.8694727531375,0.103740122906827,NA,0.000903864546147393,0.9,13173,0.0411263131554852,1.01118162264872
"phiJS[5,31]",0.671722,0.911732,0.998828,0.882252374025,0.10494163639876,NA,0.000631997830288126,0.6,27572,0.0226341809872794,1.02496599008599
"phiJS[1,32]",0.772356,0.9282035,0.998697,0.910761857175,0.070407171720436,NA,0.000440168060309361,0.6,25586,0.0159728742327872,1.01680153625969
"phiJS[2,32]",0.777243,0.9311255,0.998916,0.9139528502,0.070351541567064,NA,0.000419976016725603,0.6,28061,0.00534222833603359,1.01703435971242
"phiJS[3,32]",0.720521,0.907851,0.998594,0.887229383425,0.0860910270037492,NA,0.000602270709217668,0.7,20433,0.0243647453837815,1.01602212072642
"phiJS[4,32]",0.636341,0.8911215,0.997924,0.8618592557,0.111111300404078,NA,0.00106655183193827,1,10853,0.0403306799378736,1.00938338175773
"phiJS[5,32]",0.708219,0.9181465,0.998584,0.89291926685,0.0930226100520909,NA,0.000553575293310782,0.6,28237,0.011710338041086,1.0145604022111
"phiJS[1,33]",0.745291,0.922324,0.998867,0.90218618265,0.0784045447193561,NA,0.000651017824889907,0.8,14504,0.0388289462316403,1.01236414705955
"phiJS[2,33]",0.777371,0.931755,0.998647,0.9143771092,0.069285622379651,NA,0.000503001819031868,0.7,18973,0.0273267181286859,1.01832662233689
"phiJS[3,33]",0.719663,0.9068075,0.998152,0.887108552075,0.0846025516175647,NA,0.000844313190708471,1,10041,0.0462800893588534,1.01823033959632
"phiJS[4,33]",0.586799,0.8800905,0.998214,0.8459527097525,0.124995268344965,NA,0.00118413956096704,0.9,11142,0.0489510661100865,1.01184676431644
"phiJS[5,33]",0.727412,0.9200285,0.998783,0.897078642175,0.0860263853584194,NA,0.000580169990535712,0.7,21986,0.0307901180987096,1.01434009230019
"phiJS[1,34]",0.720199,0.9153055,0.99935,0.89273868265,0.0867279797255181,NA,0.000590460195996868,0.7,21574,0.0210256789587433,1.01317726283078
"phiJS[2,34]",0.786669,0.9326275,0.999044,0.9165468596,0.0664836353353141,NA,0.000523725461903089,0.8,16115,0.0234911991435031,1.02161654540945
"phiJS[3,34]",0.72764,0.9087485,0.998297,0.889027321125,0.0832300079245913,NA,0.000803095981972964,1,10741,0.0377565954182142,1.01937100490636
"phiJS[4,34]",0.609096,0.883403,0.998323,0.8518120823925,0.118532791916926,NA,0.00107097694643698,0.9,12249,0.0448539666315727,1.00924432997372
"phiJS[5,34]",0.744744,0.9218835,0.998806,0.901754053175,0.0805896585936875,NA,0.000517628355245147,0.6,24239,0.014573321553664,1.01391195439028
"phiJS[1,35]",0.75287,0.9221265,0.999042,0.903227577825,0.0767234635358488,NA,0.000488081364857252,0.6,24710,0.0111765480367745,1.01635152332781
"phiJS[2,35]",0.800053,0.9362145,0.998753,0.9207576678,0.0623194351720837,NA,0.000445274939037808,0.7,19588,0.0261436586692607,1.02177010657389
"phiJS[3,35]",0.740652,0.912026,0.998208,0.894176877,0.0787380857528885,NA,0.000721590264576316,0.9,11907,0.0387459611350716,1.02191470800831
"phiJS[4,35]",0.638049,0.8897815,0.998251,0.8607776296,0.110183366534142,NA,0.000999344762565732,0.9,12156,0.0310192891098813,1.00863752760474
"phiJS[5,35]",0.758401,0.9260245,0.9981,0.906819246525,0.0763486194489229,NA,0.000472937337578361,0.6,26061,0.0145779302474123,1.01608225343558
"phiJS[1,36]",0.713972,0.9157795,0.998637,0.89233777615,0.0888145107530932,NA,0.000635176742237036,0.7,19551,0.00142545092001039,1.01376197450401
"phiJS[2,36]",0.809823,0.9385585,0.998833,0.92412748,0.0591575172222626,NA,0.000518702101454725,0.9,13007,0.0415143898493873,1.02156566274169
"phiJS[3,36]",0.746511,0.913353,0.998592,0.895671526425,0.0773304345935138,NA,0.000807582612180061,1,9169,0.0389696282490984,1.02130220014305
