"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"rho[5,145]",1.1407759001025,0.435456493659575,0.710757975,1.01918,2.29189025,1,24379
"rho[1,146]",1.0298774812775,0.239751277506485,0.75026395,0.978122,1.624712,1,84750
"rho[2,146]",1.044802261665,0.184895534290174,0.8357368,0.998018,1.53108025,1,49704
"rho[3,146]",1.1778294790475,0.423475591143858,0.791981775,1.052535,2.32027175,1,26657
"rho[4,146]",1.11035025081,0.368662079081423,0.7341459,1.01213,2.06436325,1,32426
"rho[5,146]",1.1611108335775,0.446252546259635,0.757706825,1.03362,2.32430025,1,23194
"rho[1,147]",1.0681600969925,0.256787728478304,0.772397675,1.01173,1.70193175,1,24533
"rho[2,147]",1.102208530955,0.240412334517464,0.842688975,1.03946,1.740221,1,30712
"rho[3,147]",1.175412622795,0.387176942293804,0.805841,1.06895,2.187782,1,26863
"rho[4,147]",1.210447113525,0.490672792586136,0.759446775,1.085215,2.4059705,1.02,24512
"rho[5,147]",1.2602951414025,0.54350623031522,0.78306065,1.10045,2.70637075,1,19438
"rho[1,148]",1.022638538485,0.234152868333849,0.75522685,0.976234,1.58966,1.01,64644
"rho[2,148]",1.12407379618,0.325316049654517,0.847574925,1.02529,2.02130025,1,25336
"rho[3,148]",1.236932332885,0.569242457157047,0.8141479,1.061165,2.73426649999999,1,14851
"rho[4,148]",1.315094893885,0.750833800372491,0.773276925,1.07841,3.3524035,1.01,11960
"rho[5,148]",1.3030457067075,0.754310786068052,0.7835899,1.06883,3.30496424999999,1,11851
"rho[1,149]",1.0550903630475,0.256678697073299,0.773245775,0.99834,1.67974225,1,51807
"rho[2,149]",1.2263257533025,0.426845459175587,0.8626829,1.08893,2.41108,1,25322
"rho[3,149]",1.306653526445,0.594786262805679,0.82828195,1.1213,2.921172,1.01,17075
"rho[4,149]",1.3063526453425,0.636732414040176,0.779598975,1.11651,2.99108025,1,18356
"rho[5,149]",1.7302229330475,1.39898813493524,0.8236078,1.2761,5.38163175,1.01,8712
"rho[1,150]",1.0526120306675,0.299629293703895,0.756470825,0.981929,1.77507374999999,1,120455
"rho[2,150]",1.1683094889825,0.35567879724353,0.8458869,1.05614,2.15184175,1,34066
"rho[3,150]",1.184753637525,0.420538383450489,0.796323825,1.05931,2.3227005,1,29656
"rho[4,150]",1.22244138629,0.529328538682181,0.749985975,1.06824,2.60755399999999,1,24306
"rho[5,150]",2.4646224534225,2.13244042988726,0.861926,1.762845,8.07414874999999,1.01,6840
"rho[1,151]",1.0094934771625,0.289354145401628,0.707019925,0.9481915,1.71278025,1.01,79793
"rho[2,151]",1.04833290194,0.24496299953951,0.790084975,0.980335,1.7150905,1,39274
"rho[3,151]",1.0298978453,0.263708662657758,0.73693275,0.9609025,1.73615325,1,43704
"rho[4,151]",1.1422651349525,0.451271818282887,0.717636875,1.007425,2.36647,1,27622
"rho[5,151]",1.180081495475,0.481608891689588,0.7331029,1.0289,2.48960075,1,21988
"rho[1,152]",0.9661818355325,0.245071896238852,0.70376495,0.9257195,1.5206205,1.01,87074
"rho[2,152]",0.9553504586625,0.130350369470822,0.775513975,0.932608,1.28700025,1,69460
"rho[3,152]",0.9036269873225,0.148873838694068,0.6571619,0.885072,1.2618,1,46020
"rho[4,152]",1.013210806225,0.313139439054794,0.697424975,0.929241,1.8557305,1,38260
"rho[5,152]",0.90018440336,0.144436296156087,0.672511,0.8804405,1.25136025,1,49700
"rho[1,153]",0.9633820084875,0.293166124144244,0.669547875,0.912536,1.63043025,1.01,52959
"rho[2,153]",0.963748341715,0.170937868371887,0.755134775,0.927328,1.40806025,1,55240
"rho[3,153]",0.9359482415775,0.215477195814166,0.65850095,0.891388,1.49841025,1,42507
"rho[4,153]",0.9999444849575,0.32945361322646,0.65062575,0.9116525,1.89198075,1,35384
"rho[5,153]",0.8664421868375,0.139940273857225,0.632042925,0.850746,1.19602025,1,41730
"rho[1,154]",0.97125965665,0.28920980226989,0.70966595,0.9260695,1.57229025,1.02,48184
"rho[2,154]",0.9865949829475,0.188741438134791,0.77779185,0.945955,1.4975605,1,34875
"rho[3,154]",0.9069918445825,0.147281776032676,0.668904975,0.8918665,1.25431025,1,34074
"rho[4,154]",0.845185772035,0.154281600863943,0.5435469,0.8412105,1.17240025,1.01,12871
"rho[5,154]",0.924323228115,0.176262601490786,0.671577975,0.8974965,1.3710205,1,37919
"rho[1,155]",1.0160205982025,0.362736774373876,0.656899775,0.939872,1.8810405,1.01,55323
"rho[2,155]",0.9317476099,0.145683490250942,0.6937685,0.9136925,1.28290025,1,27687
"rho[3,155]",0.9671759730025,0.250966683761241,0.63698795,0.914026,1.61985,1,40171
"rho[4,155]",0.9656880491,0.289125945750161,0.606433875,0.9008845,1.71337025,1,45738
"rho[5,155]",0.9205240406625,0.205720535620616,0.614366925,0.8856995,1.43773025,1,35425
"rho[1,156]",1.0248310998725,0.312058839987352,0.69508495,0.9557575,1.79300025,1.01,102446
"rho[2,156]",0.9780002079425,0.153329611542952,0.760322775,0.949432,1.3673405,1,71813
"rho[3,156]",1.281788479345,0.559040781063707,0.7655089,1.10588,2.79956225,1,20510
"rho[4,156]",1.14966223736,0.466592661346615,0.6738566,1.01678,2.407461,1,35826
"rho[5,156]",0.9204893162725,0.174993334173067,0.642725925,0.8955535,1.3461405,1,42981
"rho[1,157]",1.1191193958675,0.40033980663938,0.755616975,1.01163,2.11714,1.01,80383
"rho[2,157]",1.08800343521,0.237597373581586,0.8282798,1.02288,1.72441,1,63727
"rho[3,157]",1.2228911467825,0.442153485224693,0.786696,1.09256,2.416921,1,41364
