Campanha	Parcela	Armadilha	Ponto_filtro	Ponto	MSFA_s	MSFB_s	MSFC_s	Massa	ChAb	ChAb	ChAb	Chao	CeFch	CeFch	CeFch	Ceu	CntCau	CntCau	CntCau	Caules	BurCh	Cupim	Distancia	Circunferencia	Tronco
50	BM	35	2	BM2	3.3	23	20.4	15.56666667	11	14	8	11	0	0	0	0	9	18	22	16.33333333	0	1	2.98	30	2
50	BM	36	3	BM3	12.7	24.1	18.6	18.46666667	12	7	17	12	0	4	0	1.333333333	24	17	15	18.66666667	1	0	2.6	53	1
50	BM	37	3	BM3	39.5	25.6	61.9	42.33333333	13	8	15	12	4	1	0	1.666666667	13	15	47	25	0	2	1.8	48	1
50	BM	38	4	BM4	82.3	70.2	15.9	56.13333333	7	3	2	4	3	1	0	1.333333333	18	19	12	16.33333333	0	1	4.3	21	1
50	BM	39	4	BM4	35.2	45.5	11.8	30.83333333	16	7	20	14.33333333	2	7	0	3	25	24	16	21.66666667	2	1	1.6	20	1
50	BM	40	0	BM0	37.1	51.6	21.6	36.76666667	10	12	6	9.333333333	0	1	0	0.333333333	28	17	4	16.33333333	0	3	1	43	2
50	C	41	0	C0	47	58.9	54.6	53.5	22	6	16	14.66666667	2	0	0	0.666666667	3	8	18	9.666666667	0	3	2.08	23	1
50	C	42	1	C1	32.6	24.1	136.9	64.53333333	5	25	20	16.66666667	14	0	0	4.666666667	12	8	15	11.66666667	0	4	4.3	25	2
50	C	43	1	C1	93.1	52.1	67.6	70.93333333	8	22	2	10.66666667	25	7	16	16	17	9	8	11.33333333	0	1	2.25	30	3
50	C	44	2	C2	74.5	91.8	379.2	181.8333333	3	0	6	3	11	20	11	14	11	10	6	9	1	1	2.6	31	3
50	C	45	2	C2	95.5	138.1	105.8	113.1333333	0	2	13	5	22	13	16	17	7	7	15	9.666666667	0	3	2.3	32	3
50	C	46	3	C3	104.7	104.3	54.3	87.76666667	0	24	20	14.66666667	4	0	0	1.333333333	14	12	14	13.33333333	0	5	4.5	35	2
50	C	47	3	C3	124.3	278.8	29.6	144.2333333	23	0	0	7.666666667	7	14	5	8.666666667	9	6	11	8.666666667	3	1	3	33	0
50	C	48	4	C4	65.7	76	189.3	110.3333333	14	2	6	7.333333333	7	13	25	15	13	2	7	7.333333333	0	4	2.4	32	1
50	C	49	4	C4	14	85.6	89.3	62.96666667	7	7	18	10.66666667	0	20	0	6.666666667	8	14	14	12	0	2	1.8	20	1
50	C	50	0	C0	119.6	120	122.9	120.8333333	4	10	0	4.666666667	1	0	8	3	20	16	8	14.66666667	1	1	0.6	48	0
51	BT	1	0	BT0	10	7.2	1.9	6.366666667	4	13	12	9.666666667	0	0	0	0	4	10	13	9	0	1	8.7	25	0
51	BT	2	1	BT1	31.4	6.7	10	16.03333333	7	14	2	7.666666667	0	0	0	0	13	17	5	11.66666667	0	2	7.7	22	2
51	BT	3	1	BT1	17.4	15.5	14.8	15.9	5	4	22	10.33333333	0	0	0	0	4	5	25	11.33333333	0	1	5.1	26	2
51	BT	4	2	BT2	5.2	25.8	18.9	16.63333333	13	13	10	12	0	0	0	0	4	19	15	12.66666667	1	0	5.63	23	1
51	BT	5	2	BT2	11.2	10.1	11.6	10.96666667	11	20	18	16.33333333	0	0	0	0	6	15	11	10.66666667	0	0	4.5	20	1
51	BT	6	3	BT3	17	39.9	13.6	23.5	13	3	4	6.666666667	0	0	0	0	27	12	17	18.66666667	0	1	5.1	26	2
51	BT	7	3	BT3	5.9	2.4	15.3	7.866666667	4	2	6	4	0	0	0	0	11	4	15	10	0	0	2.9	21	0
51	BT	8	4	BT4	5.9	11.4	37.4	18.23333333	9	1	13	7.666666667	0	0	0	0	11	7	29	15.66666667	0	1	3.33	20	1
51	BT	9	4	BT4	29.5	11.7	11.1	17.43333333	7	10	3	6.666666667	0	0	0	0	6	7	25	12.66666667	0	3	8.8	30	3
51	BT	10	0	BT0	5.7	146.2	36.2	62.7	0	15	10	8.333333333	0	1	0	0.333333333	13	17	24	18	0	1	14.4	27	5
51	Q	11	0	Q0	53.4	81.1	21.8	52.1	9	15	13	12.33333333	9	0	0	3	23	19	22	21.33333333	0	1	0.9	39	4
51	Q	12	1	Q1	7.7	61.8	122.3	63.93333333	6	14	9	9.666666667	0	0	6	2	24	26	27	25.66666667	0	3	4.4	28	4
51	Q	13	1	Q1	46.1	60.6	46.3	51	4	2	6	4	0	0	0	0	23	27	20	23.33333333	0	1	3.9	25	0
51	Q	14	2	Q2	113.9	43.9	159.7	105.8333333	7	7	3	5.666666667	0	0	3	1	24	21	29	24.66666667	0	1	2.8	20	2
51	Q	15	2	Q2	42.9	50	95.8	62.9	5	8	1	4.666666667	0	0	0	0	22	33	19	24.66666667	0	1	1.75	35	1
51	Q	16	3	Q3	42.4	34.8	63.6	46.93333333	14	21	24	19.66666667	0	0	19	6.333333333	19	13	3	11.66666667	1	3	1.8	22	0
51	Q	17	3	Q3	138.3	81.7	155.1	125.0333333	6	5	4	5	14	16	0	10	16	24	28	22.66666667	0	1	2.6	35	2
51	Q	18	4	Q4	55.9	27.6	40.7	41.4	17	11	10	12.66666667	0	0	0	0	27	21	11	19.66666667	0	0	3.7	33	0
51	Q	19	4	Q4	71.7	137.1	28.5	79.1	11	2	0	4.333333333	0	0	0	0	32	22	17	23.66666667	0	2	5.9	25	2
51	Q	20	0	Q0	52.8	74.4	38.1	55.1	24	6	0	10	5	1	0	2	16	16	22	18	0	3	3	26	2
51	BP	21	0	BP0	159.2	64.3	53.6	92.36666667	8	14	4	8.666666667	6	1	6	4.333333333	17	14	12	14.33333333	0	1	2.6	27	3
51	BP	22	1	BP1	27.7	127.9	57.6	71.06666667	21	4	6	10.33333333	9	0	1	3.333333333	20	14	9	14.33333333	2	1	3.6	30	3
51	BP	23	1	BP1	17	81.5	49.3	49.26666667	11	12	1	8	0	0	6	2	14	12	11	12.33333333	0	0	1.05	21	1
51	BP	24	2	BP2	96	55.4	26.6	59.33333333	12	4	12	9.333333333	0	11	0	3.666666667	19	14	14	15.66666667	1	0	5.5	26	2
51	BP	25	2	BP2	116.6	128.3	162	135.6333333	22	14	11	15.66666667	5	3	13	7	17	13	13	14.33333333	2	0	2.8	21	2
51	BP	26	3	BP3	99	75.5	45.8	73.43333333	20	3	15	12.66666667	0	0	0	0	7	9	7	7.666666667	0	0	3.1	21	8
51	BP	27	3	BP3	121.3	165.2	94.6	127.0333333	2	7	19	9.333333333	0	5	2	2.333333333	8	16	5	9.666666667	0	0	4.75	23	3
51	BP	28	4	BP4	84.2	69.5	108.9	87.53333333	15	5	16	12	2	0	6	2.666666667	6	13	6	8.333333333	0	3	3.7	37	1
51	BP	29	4	BP4	82.5	14.9	127.2	74.86666667	6	6	17	9.666666667	0	14	2	5.333333333	14	8	4	8.666666667	1	1	2.64	20	3
51	BP	30	0	BP0	112.2	107.2	97.4	105.6	4	20	2	8.666666667	5	2	0	2.333333333	10	10	16	12	1	1	0.7	39	13
51	BM	31	0	BM0	6.2	22.6	92.2	40.33333333	22	23	4	16.33333333	3	0	0	1	17	15	24	18.66666667	0	3	3.3	39	4
51	BM	32	1	BM1	12.2	49.7	11	24.3	22	15	19	18.66666667	2	0	0	0.666666667	18	15	7	13.33333333	0	1	5.3	36	2
51	BM	33	1	BM1	5.5	35.4	2.1	14.33333333	25	20	18	21	0	0	0	0	18	20	14	17.33333333	0	3	5.8	35	4
51	BM	34	2	BM2	22.5	22.4	38.1	27.66666667	19	19	17	18.33333333	0	1	0	0.333333333	28	26	25	26.33333333	0	0	2.47	23	3
51	BM	35	2	BM2	85.4	13.4	44.8	47.86666667	24	22	22	22.66666667	0	8	0	2.666666667	13	28	14	18.33333333	0	1	3.05	29	6
51	BM	36	3	BM3	39.3	58.1	14.5	37.3	8	9	14	10.33333333	1	0	0	0.333333333	18	25	21	21.33333333	0	0	2.6	53	3
51	BM	37	3	BM3	5.4	21.6	13.5	13.5	11	3	14	9.333333333	3	0	0	1	17	18	22	19	1	1	1.75	46	8
51	BM	38	4	BM4	47.3	41.3	16.4	35	4	18	13	11.66666667	1	0	0	0.333333333	19	26	28	24.33333333	0	0	1.65	23	3
51	BM	39	4	BM4	20.4	28.1	19.3	22.6	17	7	3	9	0	0	0	0	16	23	18	19	0	0	1.5	21	2
51	BM	40	0	BM0	24.3	16.7	17.2	19.4	13	17	16	15.33333333	1	0	3	1.333333333	27	3	17	15.66666667	0	1	1.05	43	3
51	C	41	0	C0	43	93.9	138.5	91.8	0	9	21	10	6	1	1	2.666666667	16	8	7	10.33333333	1	3	1.85	22	1
51	C	42	1	C1	23.5	137.7	217	126.0666667	14	10	1	8.333333333	2	2	2	2	31	17	7	18.33333333	2	2	4.6	25	6
51	C	43	1	C1	116.3	156.3	217	163.2	0	12	0	4	15	0	15	10	15	18	9	14	0	0	1.88	23	3
51	C	44	2	C2	286.2	155.2	252.4	231.2666667	18	5	4	9	13	0	0	4.333333333	6	6	16	9.333333333	1	0	2.2	23	4
51	C	45	2	C2	202.3	248.4	207.6	219.4333333	2	0	10	4	1	15	25	13.66666667	5	10	7	7.333333333	0	1	2	32	1
51	C	46	3	C3	147.9	63.6	102	104.5	0	18	0	6	7	0	0	2.333333333	13	9	9	10.33333333	0	6	3	25	2
51	C	47	3	C3	200.3	136.3	193.9	176.8333333	13	5	5	7.666666667	0	6	3	3	18	12	10	13.33333333	4	0	3	26	5
51	C	48	4	C4	23	113	165	100.3333333	22	8	0	10	12	9	9	10	12	19	11	14	1	4	1.05	26	3
51	C	49	4	C4	183.4	52.8	164.2	133.4666667	10	22	13	15	0	15	0	5	15	9	15	13	0	1	5.36	56	2
51	C	50	0	C0	77.4	191.5	167.4	145.4333333	0	1	0	0.333333333	3	0	10	4.333333333	12	17	20	16.33333333	1	1	0.7	50	6
52	BT	1	0	BT0	3.4	27.8	5.6	12.26666667	6	7	2	5	0	0	0	0	12	9	11	10.66666667	0	0	8.84	26	0
52	BT	2	1	BT1	5.4	13	15.8	11.4	8	9	5	7.333333333	0	0	0	0	8	7	5	6.666666667	0	3	6.6	31	1
52	BT	3	1	BT1	15.9	9.5	15.9	13.76666667	0	1	10	3.666666667	0	0	0	0	13	10	13	12	0	2	6.2	38	3
52	BT	4	2	BT2	12.3	8.6	42.8	21.23333333	0	2	16	6	0	0	0	0	17	18	22	19	0	0	5.85	33	0
52	BT	5	2	BT2	22.4	19.2	18.2	19.93333333	11	13	10	11.33333333	0	0	0	0	3	8	12	7.666666667	0	1	4.52	28	0
52	BT	6	3	BT3	22.5	5.4	45.9	24.6	3	7	5	5	9	0	0	3	18	20	7	15	0	0	5.12	25	2
52	BT	7	3	BT3	67.2	15.5	11.9	31.53333333	1	1	0	0.666666667	0	0	1	0.333333333	12	11	8	10.33333333	2	1	2.81	21	0
52	BT	8	4	BT4	21.4	7.6	2.4	10.46666667	4	10	6	6.666666667	0	0	0	0	2	3	10	5	0	1	3.1	21	1
52	BT	9	4	BT4	37.6	11.2	26.2	25	11	4	5	6.666666667	0	0	0	0	13	6	10	9.666666667	0	1	8.7	30	2
52	BT	10	0	BT0	27.3	15.3	53.4	32	5	10	6	7	0	0	0	0	14	12	12	12.66666667	0	0	16.6	33	1
52	Q	11	0	Q0	47.9	23.9	42.4	38.06666667	3	13	0	5.333333333	0	0	3	1	26	18	10	18	0	2	1	42	4
52	Q	12	1	Q1	35.4	19.1	46.7	33.73333333	19	14	13	15.33333333	0	0	0	0	9	25	18	17.33333333	0	4	2.49	20	2
52	Q	13	1	Q1	63	22.6	44.1	43.23333333	23	8	15	15.33333333	0	0	0	0	11	19	16	15.33333333	0	1	3.66	27	1
52	Q	14	2	Q2	86.8	54.6	47.6	63	1	21	13	11.66666667	1	0	0	0.333333333	17	21	22	20	0	1	2.66	54	0
52	Q	15	2	Q2	32.5	39.2	61.4	44.36666667	14	2	3	6.333333333	0	0	1	0.333333333	12	20	17	16.33333333	0	2	1.65	22	1
52	Q	16	3	Q3	24.1	41.5	69.4	45	12	19	21	17.33333333	0	0	4	1.333333333	13	12	26	17	0	3	1.48	20	2
52	Q	17	3	Q3	98.6	71.6	62.6	77.6	2	10	8	6.666666667	11	2	17	10	27	21	13	20.33333333	0	1	2.4	35	1
52	Q	18	4	Q4	96.4	94.3	83.9	91.53333333	16	2	3	7	0	0	1	0.333333333	24	21	42	29	0	0	2.75	34	0
52	Q	19	4	Q4	35.9	43.1	76.5	51.83333333	9	3	6	6	0	0	0	0	31	26	5	20.66666667	0	1	0.9	22	0
52	Q	20	0	Q0	49.8	55.8	84.4	63.33333333	11	6	3	6.666666667	0	0	0	0	15	14	8	12.33333333	1	1	2.82	28	1
52	BP	21	0	BP0	75.8	82.6	31.5	63.3	16	3	3	7.333333333	2	0	3	1.666666667	16	15	6	12.33333333	0	2	2.52	27	3
52	BP	22	1	BP1	72	75.4	106.7	84.7	10	1	4	5	0	1	7	2.666666667	13	20	23	18.66666667	0	1	3.53	21	4
52	BP	23	1	BP1	36.9	94	108.1	79.66666667	0	13	14	9	0	0	0	0	14	21	13	16	1	2	0.95	22	2
52	BP	24	2	BP2	69.6	94.7	58.8	74.36666667	7	18	4	9.666666667	0	0	0	0	16	17	12	15	0	1	5.37	36	1
52	BP	25	2	BP2	105.3	209.4	34.2	116.3	20	15	0	11.66666667	5	5	10	6.666666667	8	12	8	9.333333333	0	1	2.61	21	2
52	BP	26	3	BP3	84.6	49.5	85.6	73.23333333	7	21	18	15.33333333	0	0	0	0	19	17	16	17.33333333	0	1	2.9	23	5
52	BP	27	3	BP3	83.5	31.7	48.6	54.6	5	20	16	13.66666667	6	4	0	3.333333333	18	11	16	15	0	1	3.57	28	1
52	BP	28	4	BP4	68.6	63.4	134.4	88.8	19	3	7	9.666666667	10	3	0	4.333333333	10	15	12	12.33333333	0	4	3.56	37	1
52	BP	29	4	BP4	65.6	139.3	80.1	95	19	8	13	13.33333333	0	12	0	4	6	9	13	9.333333333	0	3	2.56	21	0
52	BP	30	0	BP0	77.8	127.1	55.7	86.86666667	24	20	14	19.33333333	0	3	2	1.666666667	4	11	7	7.333333333	3	1	0.7	39	7
52	BM	31	0	BM0	27.5	15.1	33.6	25.4	6	23	5	11.33333333	7	6	0	4.333333333	21	12	26	19.66666667	0	3	3.2	40	2
52	BM	32	1	BM1	16.5	9.9	8.8	11.73333333	1	17	11	9.666666667	0	0	0	0	15	14	21	16.66666667	1	1	5.33	37	3
52	BM	33	1	BM1	16.7	20.4	50.5	29.2	10	7	6	7.666666667	0	3	0	1	17	19	10	15.33333333	1	4	5.75	40	3
52	BM	34	2	BM2	39	71.4	8.3	39.56666667	2	9	18	9.666666667	18	12	0	10	18	18	20	18.66666667	0	0	2.3	25	1
52	BM	35	2	BM2	6.3	56.6	44	35.63333333	10	17	23	16.66666667	0	0	0	0	14	6	5	8.333333333	0	1	3.01	30	2
52	BM	36	3	BM3	53.1	25.8	11.5	30.13333333	5	11	13	9.666666667	3	4	0	2.333333333	21	19	9	16.33333333	0	0	2.65	43	2
52	BM	37	3	BM3	17.1	36.8	34.4	29.43333333	4	7	8	6.333333333	5	0	1	2	10	7	7	8	1	0	1.65	51.8	5
52	BM	38	4	BM4	34.5	11	14.6	20.03333333	8	14	0	7.333333333	0	0	0	0	16	11	5	10.66666667	0	0	5.7	23	0
52	BM	39	4	BM4	53.2	31.8	6.9	30.63333333	15	0	14	9.666666667	7	0	5	4	10	21	20	17	0	0	1.45	20.1	1
52	BM	40	0	BM0	35.7	36.5	17.5	29.9	20	4	0	8	0	7	0	2.333333333	14	20	16	16.66666667	0	2	0.92	41	5
52	C	41	0	C0	86.1	97.1	70.4	84.53333333	20	16	14	16.66666667	3	3	1	2.333333333	12	7	7	8.666666667	3	3	1.75	23	0
52	C	42	1	C1	122.8	18.6	219.9	120.4333333	25	0	13	12.66666667	1	22	7	10	15	16	12	14.33333333	1	4	5.5	28	7
52	C	43	1	C1	144.9	164.1	92	133.6666667	21	0	12	11	12	15	25	17.33333333	13	5	12	10	0	1	1.65	25	3
52	C	44	2	C2	183.2	71.7	240.6	165.1666667	8	3	3	4.666666667	17	3	4	8	14	15	10	13	1	0	2.6	28	8
52	C	45	2	C2	123.4	137.8	174.9	145.3666667	13	9	0	7.333333333	7	7	18	10.66666667	9	14	7	10	0	3	2.1	32	3
52	C	46	3	C3	109	23.3	41.9	58.06666667	23	25	14	20.66666667	0	0	3	1	12	5	9	8.666666667	1	5	2.66	25	4
52	C	47	3	C3	144.4	143.4	225.5	171.1	1	2	4	2.333333333	3	6	7	5.333333333	10	21	15	15.33333333	4	3	3.1	28	3
52	C	48	4	C4	164.4	168.7	239.9	191	4	3	7	4.666666667	8	22	13	14.33333333	11	15	9	11.66666667	1	4	2.33	26	1
52	C	49	4	C4	26.1	102.4	199.3	109.2666667	11	1	25	12.33333333	12	0	7	6.333333333	18	26	12	18.66666667	0	1	5.4	56	0
52	C	50	0	C0	179.3	91.6	154.5	141.8	1	23	12	12	3	0	0	1	8	14	4	8.666666667	2	0	0.7	48	1
53	BT	1	0	BT0	11.5	25	23.5	20	2	1	0	1	0	0	0	0	15	13	12	13.33333333	0	0	8.5	23.3	0
53	BT	2	1	BT1	3.5	9	17.5	10	0	0	0	0	0	0	0	0	6	7	17	10	0	3	6.57	31.1	1
53	BT	3	1	BT1	16.5	17.5	21	18.33333333	2	6	0	2.666666667	0	0	0	0	10	13	18	13.66666667	0	2	6.05	25.3	3
53	BT	4	2	BT2	34.5	14.5	25	24.66666667	1	5	6	4	0	0	0	0	23	20	16	19.66666667	1	0	5.63	31	0
53	BT	5	2	BT2	12.5	5.5	6	8	1	15	1	5.666666667	0	0	0	0	11	9	9	9.666666667	0	0	7.2	30.9	0
53	BT	6	3	BT3	32	23.5	32.5	29.33333333	10	0	10	6.666666667	0	0	0	0	6	25	11	14	0	0	7.9	35	2
53	BT	7	3	BT3	15.5	31.5	16	21	17	0	5	7.333333333	0	0	0	0	31	13	9	17.66666667	0	2	4.22	39	0
53	BT	8	4	BT4	11	59.5	12	27.5	2	3	9	4.666666667	0	0	0	0	14	1	5	6.666666667	1	1	3.12	20	1
53	BT	9	4	BT4	26	22.5	15.5	21.33333333	12	2	10	8	0	0	0	0	4	13	19	12	0	2	8.62	30.3	2
53	BT	10	0	BT0	58.5	93.5	24	58.66666667	10	14	8	10.66666667	0	0	0	0	18	15	11	14.66666667	0	1	14.29	28.2	4
53	Q	11	0	Q0	32.5	38	72.5	47.66666667	2	0	0	0.666666667	0	0	1	0.333333333	10	17	22	16.33333333	0	0	0.88	32	4
53	Q	12	1	Q1	65	15	28.5	36.16666667	23	0	15	12.66666667	0	0	0	0	21	12	21	18	0	2	2.5	20	1
53	Q	13	1	Q1	43	54	73.5	56.83333333	7	7	5	6.333333333	0	0	0	0	23	29	11	21	0	1	4.2	20	0
53	Q	14	2	Q2	64	140	76	93.33333333	10	0	7	5.666666667	0	0	0	0	11	19	23	17.66666667	0	1	2.65	39	1
53	Q	15	2	Q2	101	69	25	65	6	0	20	8.666666667	2	0	0	0.666666667	17	12	10	13	0	0	1.7	26	0
53	Q	16	3	Q3	180.5	30.5	23.5	78.16666667	1	13	12	8.666666667	0	0	0	0	17	7	9	11	0	2	6.13	24	0
53	Q	17	3	Q3	101	157.5	110.5	123	3	1	9	4.333333333	0	12	14	8.666666667	9	21	16	15.33333333	NA	NA	2.28	20.7	NA
53	Q	18	4	Q4	130	20	35	61.66666667	3	1	0	1.333333333	0	0	0	0	17	15	33	21.66666667	0	0	2.65	26	0
53	Q	19	4	Q4	88.5	101	84	91.16666667	5	0	0	1.666666667	0	0	0	0	3	27	26	18.66666667	0	2	5.79	26	0
53	Q	20	0	Q0	54	76.5	98	76.16666667	8	8	23	13	0	0	5	1.666666667	10	19	12	13.66666667	0	0	3.5	27	1
53	BP	21	0	BP0	97.5	174.5	240	170.6666667	12	8	0	6.666666667	4	10	0	4.666666667	15	19	20	18	0	1	2.5	27	4
53	BP	22	1	BP1	139	89	100	109.3333333	5	9	12	8.666666667	0	0	0	0	15	17	16	16	1	1	3.6	24	5
53	BP	23	1	BP1	77	89	68.5	78.16666667	15	11	11	12.33333333	0	0	0	0	17	10	9	12	0	2	1.6	23.1	2
53	BP	24	2	BP2	21.5	22	66.5	36.66666667	8	21	3	10.66666667	0	0	5	1.666666667	16	17	12	15	0	1	1.65	22.2	0
53	BP	25	2	BP2	61	155	189	135	6	18	19	14.33333333	3	5	0	2.666666667	4	11	13	9.333333333	0	0	2.75	21	3
53	BP	26	3	BP3	99	97	98	98	20	5	3	9.333333333	0	6	0	2	9	6	12	9	0	0	2.9	23.1	5
53	BP	27	3	BP3	83.5	56	117	85.5	12	10	16	12.66666667	0	0	0	0	15	7	13	11.66666667	0	0	3.4	30	2
53	BP	28	4	BP4	152	88	86.5	108.8333333	9	22	12	14.33333333	0	11	3	4.666666667	12	8	12	10.66666667	0	3	3.6	35	0
53	BP	29	4	BP4	110.5	107	98	105.1666667	19	13	5	12.33333333	4	0	2	2	4	4	5	4.333333333	0	4	4	35.3	0
53	BP	30	0	BP0	165	51.5	165.5	127.3333333	0	15	3	6	12	9	20	13.66666667	7	11	11	9.666666667	0	1	0.6	42	7
53	BM	31	0	BM0	19.5	52	45	38.83333333	19	25	20	21.33333333	0	0	4	1.333333333	16	5	18	13	0	2	3.2	39.3	3
53	BM	32	1	BM1	54.5	50	31.5	45.33333333	18	21	19	19.33333333	0	0	0	0	22	15	15	17.33333333	1	1	2.7	20	1
53	BM	33	1	BM1	40	31.5	13.5	28.33333333	21	21	14	18.66666667	0	0	5	1.666666667	9	17	10	12	1	3	5.76	36.1	3
53	BM	34	2	BM2	63	31	10	34.66666667	23	17	24	21.33333333	13	0	1	4.666666667	12	15	19	15.33333333	0	2	2.4	23.2	3
53	BM	35	2	BM2	22	41	13	25.33333333	19	10	24	17.66666667	0	0	0	0	9	13	9	10.33333333	0	0	3	32.4	1
53	BM	36	3	BM3	28	64.5	31	41.16666667	20	14	17	17	1	0	7	2.666666667	17	14	14	15	0	0	2.6	56	0
53	BM	37	3	BM3	56.5	41	24	40.5	17	15	21	17.66666667	1	0	0	0.333333333	8	3	13	8	0	1	1.73	46.3	3
53	BM	38	4	BM4	54.5	30.5	37	40.66666667	24	14	18	18.66666667	0	2	0	0.666666667	8	20	10	12.66666667	0	0	5.58	23	2
53	BM	39	4	BM4	41.5	40.5	85.5	55.83333333	13	21	13	15.66666667	8	0	0	2.666666667	15	19	23	19	0	0	1.56	21.1	0
53	BM	40	0	BM0	18.5	30	35	27.83333333	12	24	17	17.66666667	2	0	0	0.666666667	14	10	7	10.33333333	0	0	0.9	42.3	2
53	C	41	0	C0	188	34	56	92.66666667	25	8	0	11	1	0	0	0.333333333	10	12	8	10	1	3	3.2	56	0
53	C	42	1	C1	152.5	85	202	146.5	18	5	22	15	4	19	0	7.666666667	12	14	13	13	0	4	4.3	23	5
53	C	43	1	C1	67	174	226	155.6666667	0	0	23	7.666666667	13	25	13	17	7	16	11	11.33333333	0	1	1.78	24	1
53	C	44	2	C2	147.5	152.5	177	159	5	24	9	12.66666667	8	3	4	5	12	12	11	11.66666667	0	1	2.57	29	2
53	C	45	2	C2	114.5	264	197	191.8333333	3	2	10	5	8	6	13	9	11	8	7	8.666666667	0	3	1.88	30	3
53	C	46	3	C3	50.5	89.5	109.5	83.16666667	25	6	14	15	0	0	11	3.666666667	10	16	16	14	0	4	2.75	25	1
53	C	47	3	C3	195.5	171	58	141.5	25	4	7	12	0	19	0	6.333333333	4	8	10	7.333333333	1	1	3.1	34.6	0
53	C	48	4	C4	125.5	99.5	236.5	153.8333333	12	22	7	13.66666667	24	3	19	15.33333333	6	16	13	11.66666667	1	5	2.24	39.2	4
53	C	49	4	C4	360	97	62	173	2	13	16	10.33333333	8	0	1	3	14	9	11	11.33333333	0	3	1.7	20.2	3
53	C	50	0	C0	72	160	147	126.3333333	3	15	9	9	4	0	1	1.666666667	10	11	15	12	2	0	0.8	48.6	1
54	BT	1	0	BT0	48	10	27	28.33333333	4	18	0	7.333333333	0	0	0	0	11	31	15	19	1	1	11.8	58	1
54	BT	2	1	BT1	12	19	13.5	14.83333333	2	7	2	3.666666667	0	0	0	0	15	18	14	15.66666667	0	2	7.6	21.1	1
54	BT	3	1	BT1	10	28	33	23.66666667	4	12	15	10.33333333	0	0	0	0	16	9	22	15.66666667	1	1	6.1	21	1
54	BT	4	2	BT2	68	18	82	56	0	3	5	2.666666667	0	0	0	0	15	18	27	20	1	0	5.9	27.1	1
54	BT	5	2	BT2	44	11	18.5	24.5	6	18	18	14	0	0	0	0	17	9	10	12	0	0	6.45	26.8	0
54	BT	6	3	BT3	57	52	9	39.33333333	15	8	1	8	0	0	0	0	14	18	14	15.33333333	1	0	5.1	23	3
54	BT	7	3	BT3	41	15	27	27.66666667	0	9	6	5	0	2	2	1.333333333	3	25	9	12.33333333	2	0	3.56	35.3	0
54	BT	8	4	BT4	18.5	13.5	8.5	13.5	8	15	6	9.666666667	0	0	0	0	5	14	4	7.666666667	1	0	7.9	29.8	1
54	BT	9	4	BT4	48	59	92.5	66.5	7	4	5	5.333333333	0	0	0	0	13	17	4	11.33333333	0	2	8.64	30	0
54	BT	10	0	BT0	59	28	62.5	49.83333333	15	0	4	6.333333333	0	0	0	0	12	18	25	18.33333333	0	0	33	14.33	1
54	Q	11	0	Q0	21	69	43	44.33333333	3	22	10	11.66666667	0	0	5	1.666666667	14	12	17	14.33333333	0	0	1	36.1	2
54	Q	12	1	Q1	52	116.5	20	62.83333333	13	3	17	11	0	0	2	0.666666667	22	24	28	24.66666667	0	2	2.4	20.3	1
54	Q	13	1	Q1	84	53.5	40	59.16666667	3	24	7	11.33333333	11	0	0	3.666666667	9	23	25	19	0	2	3.74	24.2	0
54	Q	14	2	Q2	32	77	56	55	0	15	9	8	0	0	0	0	17	18	18	17.66666667	1	1	1	20.3	1
54	Q	15	2	Q2	24.5	89.5	68	60.66666667	2	0	2	1.333333333	0	6	0	2	16	30	21	22.33333333	0	2	1.85	30.54	0
54	Q	16	3	Q3	108.5	88.5	43	80	3	1	15	6.333333333	0	3	0	1	17	23	13	17.66666667	0	3	1.53	20.4	0
54	Q	17	3	Q3	125	90.5	59	91.5	2	8	1	3.666666667	5	0	17	7.333333333	28	12	27	22.33333333	0	0	2.47	38	2
54	Q	18	4	Q4	87	46	68.5	67.16666667	1	5	3	3	0	0	0	0	26	24	32	27.33333333	0	0	2.7	34	0
54	Q	19	4	Q4	4.5	47	6.5	19.33333333	24	2	14	13.33333333	0	0	0	0	13	4	9	8.666666667	0	2	5.96	32.1	2
54	Q	20	0	Q0	30.5	16	15.5	20.66666667	6	23	12	13.66666667	13	0	0	4.333333333	14	11	9	11.33333333	0	2	1.67	20.1	2
54	BP	21	0	BP0	49.5	56.5	108	71.33333333	5	2	6	4.333333333	3	10	0	4.333333333	10	18	19	15.66666667	1	1	2.6	38.1	2
54	BP	22	1	BP1	79	19.5	44	47.5	10	23	7	13.33333333	8	8	0	5.333333333	13	14	16	14.33333333	0	1	1.7	20	5
54	BP	23	1	BP1	51	125	62	79.33333333	20	6	8	11.33333333	0	0	0	0	6	12	21	13	0	1	0.95	23	0
54	BP	24	2	BP2	61	42.5	59.5	54.33333333	10	11	7	9.333333333	0	0	0	0	13	8	16	12.33333333	0	2	5.9	36.4	0
54	BP	25	2	BP2	44	20	95	53	7	6	15	9.333333333	0	4	0	1.333333333	12	12	9	11	0	2	3.45	23	0
54	BP	26	3	BP3	16	57	39.5	37.5	18	9	11	12.66666667	0	0	0	0	14	10	22	15.33333333	0	1	2.95	24	2
54	BP	27	3	BP3	58	29	66	51	7	21	14	14	0	0	0	0	12	13	14	13	1	1	1.7	22	0
